   indexX       indexY         intexZ      phi   
+26      +35     +32     -6.30002e-18     +110.547
+26      +36     +32     +7.38851e-18     +101.400
+26      +37     +32     +3.06755e-18     +92.1504
+26      +38     +32     -1.24516e-17     +83.3360
+26      +39     +32     +5.72280e-18     +75.2169
+26      +40     +32     -7.74309e-18     +67.8782
+26      +41     +32     +7.37202e-18     +61.3087
+26      +42     +32     +7.17411e-19     +55.4505
+26      +43     +32     +2.84078e-18     +50.2279
+26      +44     +32     -6.72470e-18     +45.5624
+26      +45     +32     +1.31525e-18     +41.3802
+26      +46     +32     +2.35220e-18     +37.6149
+26      +47     +32     -4.92086e-18     +34.2085
+26      +48     +32     -2.37900e-18     +31.1110
+26      +49     +32     -2.28829e-18     +28.2793
+26      +50     +32     +2.94180e-18     +25.6769
+26      +51     +32     +3.76229e-19     +23.2723
+26      +52     +32     -1.34515e-18     +21.0385
+26      +53     +32     +8.11726e-18     +18.9524
+26      +54     +32     -8.29300e-18     +16.9937
+26      +55     +32     +5.19402e-18     +15.1451
+26      +56     +32     +2.89232e-18     +13.3910
+26      +57     +32     +1.45853e-19     +11.7180
+26      +58     +32     -7.04011e-19     +10.1139
+26      +59     +32     -2.85985e-18     +8.56776
+26      +60     +32     +1.15188e-19     +7.06970
+26      +61     +32     -2.18960e-18     +5.61058
+26      +62     +32     +2.24139e-18     +4.18190
+26      +63     +32     -4.39685e-19     +2.77565
+27      +1     +32     -1.57314e-18     +2.82946
+27      +2     +32     -1.46381e-18     +4.26357
+27      +3     +32     -1.89841e-18     +5.72129
+27      +4     +32     +3.82155e-19     +7.21111
+27      +5     +32     +9.02175e-19     +8.74203
+27      +6     +32     +1.80770e-18     +10.3238
+27      +7     +32     +2.34550e-18     +11.9671
+27      +8     +32     -1.25341e-18     +13.6836
+27      +9     +32     +7.87812e-18     +15.4867
+27      +10     +32     -1.95268e-17     +17.3911
+27      +11     +32     +1.35494e-17     +19.4140
+27      +12     +32     -1.32659e-18     +21.5749
+27      +13     +32     +1.99659e-18     +23.8967
+27      +14     +32     -1.70179e-18     +26.4061
+27      +15     +32     +1.45750e-18     +29.1348
+27      +16     +32     -1.64097e-18     +32.1202
+27      +17     +32     -7.35965e-19     +35.4072
+27      +18     +32     +2.28829e-18     +39.0498
+27      +19     +32     +2.57278e-18     +43.1133
+27      +20     +32     -1.62036e-18     +47.6763
+27      +21     +32     -5.13732e-18     +52.8341
+27      +22     +32     -3.48810e-18     +58.7009
+27      +23     +32     +6.20932e-18     +65.4108
+27      +24     +32     +3.46336e-18     +73.1163
+27      +25     +32     -1.06540e-17     +81.9781
+27      +26     +32     -9.97779e-18     +92.1368
+27      +27     +32     -1.46781e-17     +103.652
+27      +28     +32     +1.20063e-17     +116.379
+27      +29     +32     -1.16765e-17     +129.752
+27      +30     +32     -4.68379e-18     +142.481
+27      +31     +32     -5.14557e-18     +152.286
+27      +32     +32     -2.01865e-17     +156.196
+27      +33     +32     -5.14557e-18     +152.286
+27      +34     +32     -4.68379e-18     +142.481
+27      +35     +32     -1.47111e-17     +129.752
+27      +36     +32     +1.43152e-17     +116.379
+27      +37     +32     -7.12463e-18     +103.652
+27      +38     +32     -1.22372e-17     +92.1368
+27      +39     +32     -1.10663e-17     +81.9781
+27      +40     +32     -6.05264e-18     +73.1163
+27      +41     +32     +5.64858e-18     +65.4108
+27      +42     +32     +2.39962e-18     +58.7009
+27      +43     +32     -6.25879e-18     +52.8341
+27      +44     +32     -1.62036e-18     +47.6763
+27      +45     +32     +2.56866e-18     +43.1133
+27      +46     +32     -1.30288e-18     +39.0498
+27      +47     +32     -5.35997e-19     +35.4072
+27      +48     +32     -3.45306e-18     +32.1202
+27      +49     +32     +6.10212e-19     +29.1348
+27      +50     +32     -2.36663e-18     +26.4061
+27      +51     +32     +3.32730e-18     +23.8967
+27      +52     +32     +1.33381e-18     +21.5749
+27      +53     +32     +1.33669e-17     +19.4140
+27      +54     +32     -1.98092e-17     +17.3911
+27      +55     +32     +7.87812e-18     +15.4867
+27      +56     +32     -4.07667e-19     +13.6836
+27      +57     +32     +1.16682e-18     +11.9671
+27      +58     +32     +2.42229e-18     +10.3238
+27      +59     +32     +8.52183e-19     +8.74203
+27      +60     +32     +5.73620e-19     +7.21111
+27      +61     +32     -1.52063e-18     +5.72129
+27      +62     +32     -1.73568e-18     +4.26357
+27      +63     +32     -1.62100e-18     +2.82946
+28      +1     +32     -2.49097e-18     +2.87434
+28      +2     +32     +2.31239e-18     +4.33171
+28      +3     +32     +7.61476e-20     +5.81372
+28      +4     +32     +2.73977e-18     +7.32923
+28      +5     +32     +6.72058e-19     +8.88774
+28      +6     +32     -7.72299e-19     +10.4995
+28      +7     +32     -1.44513e-18     +12.1758
+28      +8     +32     +4.99096e-18     +13.9293
+28      +9     +32     +4.95746e-18     +15.7739
+28      +10     +32     -5.25019e-18     +17.7259
+28      +11     +32     +2.31716e-18     +19.8039
+28      +12     +32     -1.90279e-18     +22.0293
+28      +13     +32     +2.87480e-18     +24.4275
+28      +14     +32     +4.96622e-18     +27.0286
+28      +15     +32     -1.43070e-18     +29.8685
+28      +16     +32     +1.45544e-18     +32.9907
+28      +17     +32     +2.49857e-18     +36.4482
+28      +18     +32     +2.39549e-18     +40.3062
+28      +19     +32     -2.84903e-18     +44.6456
+28      +20     +32     -1.00809e-17     +49.5677
+28      +21     +32     +1.85785e-17     +55.2004
+28      +22     +32     -1.27815e-18     +61.7054
+28      +23     +32     +6.40722e-18     +69.2878
+28      +24     +32     -1.06210e-17     +78.2056
+28      +25     +32     -5.59086e-18     +88.7763
+28      +26     +32     -1.87681e-17     +101.369
+28      +27     +32     +6.59688e-20     +116.358
+28      +28     +32     +8.18014e-18     +133.983
+28      +29     +32     -1.71519e-18     +153.995
+28      +30     +32     -8.83982e-18     +174.936
+28      +31     +32     -2.63875e-18     +192.985
+28      +32     +32     +3.08734e-17     +201.212
+28      +33     +32     -2.63875e-18     +192.985
+28      +34     +32     -8.83982e-18     +174.936
+28      +35     +32     -2.50682e-18     +153.995
+28      +36     +32     -8.11417e-18     +133.983
+28      +37     +32     +1.64922e-18     +116.358
+28      +38     +32     -9.66444e-18     +101.369
+28      +39     +32     -6.71233e-18     +88.7763
+28      +40     +32     -9.49951e-18     +78.2056
+28      +41     +32     +6.42372e-18     +69.2878
+28      +42     +32     +4.60957e-18     +61.7054
+28      +43     +32     +1.68880e-17     +55.2004
+28      +44     +32     -8.74499e-18     +49.5677
+28      +45     +32     +5.77227e-19     +44.6456
+28      +46     +32     +3.72312e-18     +40.3062
+28      +47     +32     +8.94702e-18     +36.4482
+28      +48     +32     -1.56676e-18     +32.9907
+28      +49     +32     +1.51110e-18     +29.8685
+28      +50     +32     +3.73549e-18     +27.0286
+28      +51     +32     +2.02751e-18     +24.4275
+28      +52     +32     +1.42039e-18     +22.0293
+28      +53     +32     +1.75436e-18     +19.8039
+28      +54     +32     -2.97427e-18     +17.7259
+28      +55     +32     +5.76403e-18     +15.7739
+28      +56     +32     +4.27561e-18     +13.9293
+28      +57     +32     -2.91551e-18     +12.1758
+28      +58     +32     -4.89870e-19     +10.4995
+28      +59     +32     +2.69545e-19     +8.88774
+28      +60     +32     +3.04694e-18     +7.32923
+28      +61     +32     -6.50669e-20     +5.81372
+28      +62     +32     +2.20622e-18     +4.33171
+28      +63     +32     -2.46075e-18     +2.87434
+29      +1     +32     +4.60326e-18     +2.90979
+29      +2     +32     -8.86972e-19     +4.38555
+29      +3     +32     -4.74396e-18     +5.88678
+29      +4     +32     +3.59865e-18     +7.42267
+29      +5     +32     -1.19337e-18     +9.00308
+29      +6     +32     -3.58190e-20     +10.6387
+29      +7     +32     +5.09815e-18     +12.3414
+29      +8     +32     +3.09744e-19     +14.1243
+29      +9     +32     +4.73120e-18     +16.0024
+29      +10     +32     -2.55114e-18     +17.9927
+29      +11     +32     +2.53465e-18     +20.1152
+29      +12     +32     -8.85426e-19     +22.3930
+29      +13     +32     +2.71297e-18     +24.8536
+29      +14     +32     -9.60671e-19     +27.5299
+29      +15     +32     -3.23660e-19     +30.4619
+29      +16     +32     -2.28211e-18     +33.6982
+29      +17     +32     +1.43688e-18     +37.2992
+29      +18     +32     +5.07135e-18     +41.3406
+29      +19     +32     +1.44884e-17     +45.9182
+29      +20     +32     -9.38407e-18     +51.1557
+29      +21     +32     +1.29464e-18     +57.2139
+29      +22     +32     +5.03012e-19     +64.3058
+29      +23     +32     -1.23692e-18     +72.7169
+29      +24     +32     -4.84871e-18     +82.8344
+29      +25     +32     +4.35394e-18     +95.1871
+29      +26     +32     -9.40056e-18     +110.494
+29      +27     +32     -2.98179e-17     +129.705
+29      +28     +32     +2.16378e-17     +153.962
+29      +29     +32     -3.56232e-18     +184.281
+29      +30     +32     +1.31938e-17     +220.354
+29      +31     +32     +2.11100e-18     +257.244
+29      +32     +32     -4.96086e-17     +278.845
+29      +33     +32     +0.00000     +257.244
+29      +34     +32     +1.31938e-17     +220.354
+29      +35     +32     -1.18744e-18     +184.281
+29      +36     +32     +3.15331e-17     +153.962
+29      +37     +32     -2.56619e-17     +129.705
+29      +38     +32     -1.05220e-17     +110.494
+29      +39     +32     +5.87123e-18     +95.1871
+29      +40     +32     -1.07199e-18     +82.8344
+29      +41     +32     -8.80684e-18     +72.7169
+29      +42     +32     +4.94766e-19     +64.3058
+29      +43     +32     +1.56676e-19     +57.2139
+29      +44     +32     -2.16873e-18     +51.1557
+29      +45     +32     +1.16682e-17     +45.9182
+29      +46     +32     +5.84237e-18     +41.3406
+29      +47     +32     +2.40374e-18     +37.2992
+29      +48     +32     -1.99762e-18     +33.6982
+29      +49     +32     +4.43228e-19     +30.4619
+29      +50     +32     -2.96860e-19     +27.5299
+29      +51     +32     +1.86774e-18     +24.8536
+29      +52     +32     +1.77291e-18     +22.3930
+29      +53     +32     +6.40104e-19     +20.1152
+29      +54     +32     -1.60387e-18     +17.9927
+29      +55     +32     +4.06636e-18     +16.0024
+29      +56     +32     -5.97327e-19     +14.1243
+29      +57     +32     +4.76573e-18     +12.3414
+29      +58     +32     +4.88066e-19     +10.6387
+29      +59     +32     +3.60767e-20     +9.00308
+29      +60     +32     +2.60654e-18     +7.42267
+29      +61     +32     -4.20010e-18     +5.88678
+29      +62     +32     -3.27912e-19     +4.38555
+29      +63     +32     +4.84227e-18     +2.90979
+30      +1     +32     +2.62580e-18     +2.93541
+30      +2     +32     -2.12170e-18     +4.42448
+30      +3     +32     -7.50898e-18     +5.93962
+30      +4     +32     +8.41103e-19     +7.49027
+30      +5     +32     +2.01772e-19     +9.08657
+30      +6     +32     -3.05879e-19     +10.7395
+30      +7     +32     +7.70805e-18     +12.4614
+30      +8     +32     -3.88082e-19     +14.2658
+30      +9     +32     +3.76795e-18     +16.1683
+30      +10     +32     -1.14930e-18     +18.1868
+30      +11     +32     +1.26681e-18     +20.3420
+30      +12     +32     +2.75008e-18     +22.6585
+30      +13     +32     +6.37424e-18     +25.1653
+30      +14     +32     -3.20155e-18     +27.8978
+30      +15     +32     +3.34173e-18     +30.8987
+30      +16     +32     +5.37440e-18     +34.2210
+30      +17     +32     -2.88614e-19     +37.9311
+30      +18     +32     -1.71107e-18     +42.1130
+30      +19     +32     +5.19505e-19     +46.8754
+30      +20     +32     -1.48842e-18     +52.3608
+30      +21     +32     +4.25499e-18     +58.7595
+30      +22     +32     -6.34950e-18     +66.3318
+30      +23     +32     +7.91626e-19     +75.4411
+30      +24     +32     -1.96257e-18     +86.6094
+30      +25     +32     +2.53980e-18     +100.606
+30      +26     +32     -2.03514e-17     +118.598
+30      +27     +32     +1.09508e-17     +142.400
+30      +28     +32     +3.16650e-18     +174.857
+30      +29     +32     +5.27751e-19     +220.293
+30      +30     +32     +5.80526e-18     +284.226
+30      +31     +32     -3.69426e-17     +368.210
+30      +32     +32     +1.05550e-17     +442.929
+30      +33     +32     -3.69426e-17     +368.210
+30      +34     +32     +7.91626e-18     +284.226
+30      +35     +32     -5.54138e-18     +220.293
+30      +36     +32     -1.80755e-17     +174.857
+30      +37     +32     +3.29844e-19     +142.400
+30      +38     +32     -1.69870e-17     +118.598
+30      +39     +32     +5.17855e-18     +100.606
+30      +40     +32     -1.10663e-17     +86.6094
+30      +41     +32     +3.08404e-18     +75.4411
+30      +42     +32     -4.65905e-18     +66.3318
+30      +43     +32     +3.69426e-18     +58.7595
+30      +44     +32     -2.04503e-18     +52.3608
+30      +45     +32     +5.15382e-19     +46.8754
+30      +46     +32     +9.48302e-19     +42.1130
+30      +47     +32     -4.07976e-18     +37.9311
+30      +48     +32     +5.29400e-18     +34.2210
+30      +49     +32     +6.28559e-18     +30.8987
+30      +50     +32     -3.94782e-18     +27.8978
+30      +51     +32     +8.16674e-18     +25.1653
+30      +52     +32     +1.90485e-18     +22.6585
+30      +53     +32     +8.84395e-19     +20.3420
+30      +54     +32     -1.91413e-18     +18.1868
+30      +55     +32     +3.62777e-18     +16.1683
+30      +56     +32     -6.29796e-19     +14.2658
+30      +57     +32     +7.18545e-18     +12.4614
+30      +58     +32     +2.58979e-19     +10.7395
+30      +59     +32     -7.94976e-19     +9.08657
+30      +60     +32     +1.85460e-18     +7.49027
+30      +61     +32     -7.88714e-18     +5.93962
+30      +62     +32     -2.24384e-18     +4.42448
+30      +63     +32     +2.34569e-18     +2.93541
+31      +1     +32     -5.55111e-18     +2.95091
+31      +2     +32     -1.87921e-18     +4.44802
+31      +3     +32     -6.80871e-18     +5.97158
+31      +4     +32     -8.99341e-20     +7.53118
+31      +5     +32     -2.35993e-18     +9.13711
+31      +6     +32     -2.83460e-19     +10.8006
+31      +7     +32     +4.56834e-18     +12.5341
+31      +8     +32     +4.47454e-18     +14.3516
+31      +9     +32     +2.48929e-19     +16.2690
+31      +10     +32     -9.28511e-18     +18.3047
+31      +11     +32     +2.26665e-18     +20.4800
+31      +12     +32     +8.68933e-19     +22.8202
+31      +13     +32     +4.66008e-18     +25.3555
+31      +14     +32     -2.82223e-18     +28.1226
+31      +15     +32     -1.37710e-18     +31.1662
+31      +16     +32     +1.15445e-18     +34.5421
+31      +17     +32     -3.42213e-18     +38.3203
+31      +18     +32     +6.91024e-18     +42.5909
+31      +19     +32     +1.81827e-18     +47.4706
+31      +20     +32     -1.41008e-18     +53.1150
+31      +21     +32     -7.07516e-18     +59.7350
