   posx(m)        px/pz(rad)         posy(m)       py/pz(rad)         posz(m)           pz/pz(rad)   
-0.00020098222       -0.00093049395       -0.0023011492       +0.056065577       -0.0015655535       -0.0011181288       
+0.00068185710       -0.024229633       -0.0012192897       +0.067514661       -0.00090272565       +0.0022491636       
-0.0021841683       +0.073043492       -0.0014916879       +0.045334324       -0.0032355750       +0.00010643581       
-0.00019232935       -0.0083173567       +0.0013176731       -0.067601130       +0.00010716992       -0.00070519231       
-0.0014551048       +0.068378487       -0.00051566934       -0.00050040673       +0.0011728275       +0.0017729705       
+0.00082042747       -0.0092162106       -0.00042889688       +0.041463658       -0.00038257475       +0.00087113261       
-0.00013928208       -0.013100652       -0.0017345188       +0.073896561       +0.0031586100       +0.00090527274       
+0.00078180264       -0.035964760       -0.00063825063       +0.049901513       -0.0035068001       +0.00063571505       
-0.0011761851       +0.0096491435       -0.00070258959       +0.0097046098       +0.0023289804       -0.00011349911       
+0.0013976836       -0.036720455       -0.00015712106       -0.023723345       -0.0029457223       +0.0023393374       
+0.00058093650       -0.017711362       -0.0023837218       +0.088237806       +0.00078660842       +0.0019355453       
+0.0016908936       -0.061977499       -0.0014418557       +0.062020890       -0.0031744942       +0.00037648455       
-1.5847361e-06       +0.013070322       +0.0015332355       -0.073150634       +0.0028009656       -0.00077413771       
+0.0018957470       -0.046894253       -0.0014291795       +0.034660867       +0.0025718364       +0.00099105769       
-0.0012883709       +0.066131493       +0.0011368136       -0.041529108       -0.00087236775       -0.00051609116       
+0.00083673094       -0.024619293       +0.0020780600       -0.046122750       -0.00021192487       +0.00088953323       
+0.00024336099       -0.038811418       +0.00055200728       -0.030152322       +0.0013106487       +0.0017636981       
-0.0015922369       +0.040077456       -0.00067576183       -0.0034539342       +0.00096675934       +0.0012284224       
+8.8126833e-05       -0.015687365       -0.0016258640       +0.075070845       -0.00095353288       -0.0017905990       
-0.0017829209       +0.063237856       -0.0016821622       +0.064163643       -0.0029924141       -0.0023551786       
-0.0018985975       +0.076627226       -0.0012069897       +0.044883243       +0.0037577705       +0.00027049766       
+0.0013791775       -0.051127795       -0.0014987611       +0.067804143       +0.0015379751       +0.0020689786       
+0.00067172212       -0.053397176       -0.00049073892       +0.0094165019       -0.0020046285       +0.0011994226       
+0.00040182531       -0.0041982831       -0.00089160676       -0.0032824136       +0.00030978523       -0.0022857768       
-0.0013148996       +0.058770096       +0.0018410581       -0.052252097       -0.0021406347       +0.00075872209       
-0.00027862949       +0.034473919       +0.0016531756       -0.043633961       -0.0037033782       +0.0016055643       
-0.0017470326       +0.061451375       +0.00086590903       -0.049757845       +0.00029400245       -0.0020435397       
+0.0021137101       -0.062591298       -0.0012617952       +0.052470300       -0.00078412128       -0.00045548202       
+0.0018863817       -0.082005887       +0.00036025971       -0.0041942325       -0.00048081490       -0.0013190654       
-0.0015443484       +0.065335754       -0.0013604487       +0.028468395       -0.0029737259       +0.0016061216       
-0.00069679668       +0.011615426       +0.0024533436       -0.074750420       +0.0010064800       +0.00039557614       
-0.00089481999       +0.055042801       +0.0013178013       -0.047636570       -6.6481120e-06       -0.00096932988       
-0.0011397116       +0.049970651       -0.00021003020       -0.021175805       -0.00051584553       -0.0018657882       
-0.00066033594       +0.049071609       +0.0010929403       -0.045057172       -0.0033922534       +0.0015293616       
+0.00014865108       -0.011350094       -0.00029378490       +0.042919093       -0.0017504153       -0.0017177240       
+2.4017444e-05       +0.0018627810       -0.0025804945       +0.072049990       +0.0025343719       -0.0011739691       
+0.00024060083       -0.041134406       +0.00060494645       -0.019234776       +0.0015937110       +0.00019018366       
+0.00065240276       -0.011494588       +0.0024899480       -0.075085829       -0.0024296315       +0.0022285907       
+0.00085864919       +0.00065473256       +0.0010827508       -0.044984458       -0.0016809337       +0.0010996565       
-0.0015422321       +0.031141811       -0.00033675420       +0.032681665       +0.0036978901       -2.4516959e-05       
-0.0025404626       +0.088222869       +0.00040904885       -0.015909628       -0.00097132766       +0.0024964211       
-0.00022710370       -0.026710725       +6.8776789e-05       +0.0048307927       -0.0013911389       +0.0020525993       
-0.00025191047       +0.010830083       -0.0020721454       +0.043334185       -0.0030989047       +0.0010630495       
-0.00084070521       +0.011461640       +0.0018628826       -0.074934703       -0.0013668130       +0.00013525064       
-0.0012890178       +0.026719996       -0.00066829550       -0.0048480836       +0.0033969107       -0.00036735367       
-0.00073354758       +0.015761491       +0.0022667146       -0.084819183       -0.0011484465       +0.00040887417       
-0.0011515039       +0.014283593       -0.00059669807       -0.0024906378       -0.0037417339       +0.0017369804       
-0.0020103917       +0.058107673       +0.00076401209       -0.043900943       +0.0029360636       -0.00031254988       
+0.00057624806       -0.043117050       +0.0017451001       -0.052852942       +0.0035894724       +0.0021986834       
+0.00040485522       +0.015393926       -0.0010770656       +0.019817189       -0.0019425021       -0.0012851484       
-2.2196110e-05       +0.022527196       +0.0018012247       -0.042934408       -0.0030564015       -0.0021090519       
-0.00049859909       +0.038751867       +0.00080705831       -0.047881088       +6.1956630e-05       +0.0015337797       
-0.00022776878       +0.024259158       +0.00068869474       +0.0070910061       +0.00087976117       +0.00093593859       
+0.0021446663       -0.067837721       +0.00094341613       -0.046137348       +0.0019108477       +0.0019707846       
-0.0017778013       +0.036640042       -0.0013161652       +0.045592061       -0.00070306545       +0.0012051376       
-0.00055086182       +0.017610631       +0.0024177608       -0.062662842       -0.00083828517       +0.0013939270       
+0.00076878735       -0.030077622       -0.00052948313       -0.015357581       +0.0018187939       +0.0010272683       
-0.00082003923       +0.045388303       +6.6020625e-05       +0.024339950       +0.0014327374       +0.0016543936       
+9.6703364e-05       -0.029748670       +0.0016429564       -0.045756711       -0.00062022859       -0.0024564963       
+0.0017920375       -0.043314797       -0.00012376866       +0.026165838       -0.0010753746       -0.00066574465       
-0.0010742231       +0.0026147558       -0.00053460876       +0.016119649       -0.00049015863       +0.0010309698       
+0.00075644058       +0.0072942037       +0.00032780565       -0.021636205       +0.0033956170       -0.00029558087       
+0.00061161032       -0.021732745       +0.0022403579       -0.053083403       +0.00040554018       +0.0016827204       
-0.00083281972       +0.056229975       +0.00088958635       -0.021515094       +0.0028638954       +0.00013909581       
-0.00017997443       +0.0046371715       -0.00099883229       -0.00082568303       +0.0020910351       -0.0018913657       
-0.0019571016       +0.057785218       +0.00076523807       -0.0027789466       +0.0020496140       +0.0018623167       
-0.0015562184       +0.061825835       +0.0015988621       -0.036190333       -0.0022711926       -0.0011051235       
+0.0023353972       -0.075121068       -0.0011367405       +0.043399859       +0.0013563989       +0.0015808541       
-0.0015113428       +0.062850564       +0.00079185507       -0.0031205416       +0.0035283515       -0.00034167313       
+0.00067168249       -0.043420253       -0.00010924994       +0.028325084       +0.0015918518       -0.00063363644       
+0.00073277059       -0.036110037       +0.0022032527       -0.079822416       -0.0024773828       -0.0020022335       
+0.0022127369       -0.074207567       +0.00090203634       -0.013522007       -0.0026335629       +0.0020649767       
+0.0021759053       -0.084885478       +0.00070736154       -0.016109364       +0.0023085983       +0.0017067702       
+0.0022551717       -0.059330141       -0.00091410857       +0.037549009       +0.0018457561       -0.0013846939       
+0.0021688218       -0.058128245       +0.0013300354       -0.045932057       +0.0026495548       -0.0019911255       
-0.00058254775       +0.017889792       -0.0025907428       +0.084851691       +0.00068059601       -0.0010735294       
+0.0024630596       -0.072352540       +0.00074832310       -0.031453794       +0.0023310163       +0.00019273757       
-8.0135714e-05       +0.032981418       +0.00091793460       -0.040078903       +0.0017119594       -0.00069225203       
-0.00017156984       -0.015082614       -0.00029002042       +0.036709019       -0.00094547358       +0.00052280555       
-6.6875621e-06       +0.014610260       +0.0021263109       -0.051190126       +0.0029471133       -0.0017432780       
+0.0025071188       -0.072035343       +0.00071024979       -0.026550912       +0.0017127923       +0.00080083781       
-0.0011782472       +0.067390224       +0.00036612686       -0.014799213       -0.0036042605       +0.0021311622       
-0.0021598320       +0.082041546       +0.00044753313       -0.027094164       +0.0033238421       +0.0010150884       
-0.0017862525       +0.037170957       +0.00096564902       -0.042806696       +0.0018346241       +0.0020265761       
+0.0010769163       -0.048265320       +0.0019469998       -0.073318753       -0.0027650707       -0.00023648485       
+0.00073658847       -0.042113078       -0.0019257023       +0.071230149       -0.0016758877       -0.00096316687       
+0.0024372125       -0.085068561       -0.00082389921       +0.028732799       +0.00039558674       -0.00034681642       
+9.7857903e-05       -0.00025713679       -0.00062701440       -0.013952015       -0.0021165867       -0.00071363689       
+0.00046402666       -0.025419417       -0.0023455263       +0.084291290       -0.0017258202       +0.0023211334       
-0.0013581488       +0.015617348       -0.00033623630       -0.0018108092       +0.00060809895       -0.0018898189       
-8.9614287e-05       -0.027734216       -0.00018578533       -0.010370465       -0.0032849049       -0.0016487228       
+0.00034028362       -0.042237669       +0.00099189363       -0.026800789       -0.00070132493       +0.0018698989       
+0.0024339877       -0.087875091       -0.00061617807       +0.020571841       +0.0015804522       -0.0018324121       
+0.00026022181       +0.0038502034       +0.0021697818       -0.051877198       -0.0020017880       -0.0020805738       
+0.00090056382       -0.041168524       +0.0022093114       -0.077675907       +0.0018020335       -0.0018755560       
-0.0015244763       +0.049260551       +0.00037487800       -0.039719748       -0.0020039155       -0.00017812001       
-0.0021371030       +0.049325548       -8.8752149e-05       -0.0084606823       +0.0021575968       -0.0012047666       
-0.0015392506       +0.036866648       +0.0017324119       -0.067240919       -0.00082803016       +0.0011210428       
-0.0021739607       +0.076661157       -3.2993482e-05       -0.017141125       +0.0034973296       -0.0018350814       
-0.0011719452       +0.026367971       -0.0018657030       +0.075030748       +0.00098026520       -0.0020163096       
+0.00083735749       -0.050336700       +0.0010324616       -0.014379135       +0.00064861400       +0.0020405120       
+0.0024302052       -0.082034084       +0.00088278050       -0.033904150       -0.00072573883       -0.0018102379       
+0.0023732719       -0.069443515       +0.00076395960       -0.035417610       -0.0012206172       +0.00062237997       
+0.0012207434       -0.050395145       +0.0019786167       -0.049920449       -3.6070012e-05       +0.00055360271       
-0.00084983967       +0.013133895       +0.0021256859       -0.078246605       +0.00067129957       -0.0021221590       
-0.00056242135       +0.035030480       -0.0019804131       +0.075460432       +0.0017617530       +0.00077347466       
-0.0016845918       +0.064813513       +0.0018451083       -0.055830157       -0.0019237319       -0.0017995180       
+0.0023551629       -0.077068688       -0.0010256050       +0.023152366       +0.00021696176       +0.0022732729       
-0.00011201328       +0.035808511       +0.00092093211       -0.025216192       -0.0017133932       +0.0013209738       
+0.00093265739       -0.030905308       -0.0015847138       +0.024446922       -0.0034927567       -0.0024414900       
-0.0017740036       +0.073787299       -0.0013636773       +0.047406108       +0.0029449548       -0.0011311061       
-0.0019732381       +0.055926364       -0.0015694786       +0.058998249       -0.00018098954       +0.00087074633       
-0.00030108415       -0.018322525       -0.0015032161       +0.053049014       +0.00024851894       +0.0018334788       
-0.0018712624       +0.077466045       -0.00070285733       +0.034974271       -0.00076937683       -2.5504273e-05       
+0.0014117847       -0.021095079       +0.0014079391       -0.045397056       +0.0037820300       -0.0023607318       
+0.0013348880       -0.067092458       -0.00038974728       +0.027431202       +0.00069365174       +0.00042687792       
-0.00072948456       +0.041400682       -0.00039795113       -0.014749514       +0.0032997217       +0.0024788496       
-0.0015360225       +0.043133700       -0.00063677132       -0.0067858429       +0.0016903889       -0.0011265709       
-0.0011500650       +0.0097561635       +0.0012764168       -0.044216709       +0.00091004313       -0.0014071882       
-0.0021692322       +0.059968265       +0.0013257970       -0.048692040       +0.0029171228       -0.0014553970       
+0.00031026521       -0.017889577       -0.0012335818       +0.067919333       -0.0015581079       +0.00059086216       
+1.7928442e-06       +0.027043775       +0.0010986011       -0.050583701       +0.0027521931       +0.00019991092       
-0.00093943193       +0.020871661       -0.0020193464       +0.045953928       +0.0019548481       -0.00053859534       
+0.00079904179       -0.052751765       +0.0013796031       -0.044618283       -4.0663669e-05       -0.0023405393       
+0.0014203643       -0.033340351       +0.0014368932       -0.025107839       -0.0026001271       +0.00016583628       
-0.00052856170       +0.037237869       +0.0020509439       -0.068293980       -0.0034543605       -0.0022722503       
+0.00076440955       -0.027935035       -0.00078632655       +0.055926239       +0.0023232746       +9.8500605e-05       
-0.0013921096       +0.032343184       +0.0011125099       -0.058061437       +0.0016629235       -0.00080109594       
+0.0010785361       -0.058468388       -0.0015269547       +0.046995474       -0.00085991402       -0.0019097614       
+0.0016283623       -0.030620482       +0.0013623519       -0.036948825       +0.0025331863       -0.00056966970       
+0.0022290778       -0.059791907       +0.00087397553       -0.039117358       -0.0026800208       -0.00036836743       
-0.0016669930       +0.060497038       +0.0014332077       -0.026970418       +0.0035683041       -0.0020906665       
-9.5514832e-05       +0.029423868       -0.00033858466       -0.011359276       -0.00058970478       +0.00097389484       
-0.0026249337       +0.076472558       -0.00025310059       +0.0073830104       -0.0010856504       -0.0022884281       
+0.00010723844       -0.0016370871       -0.0020393782       +0.041459164       +0.0031285562       -0.0012901590       
-7.5676092e-05       -0.030026205       +0.00080746472       -0.031675596       -0.0018827747       -0.0014625939       
-0.0014924396       +0.020092946       +0.00050208009       -0.024574280       +0.0027258923       -0.0019257008       
-0.00031684233       +0.036411887       -0.0015689824       +0.057265614       +0.0018730642       +0.00059209396       
-0.0018731198       +0.040561555       -0.00016993104       +0.022122659       +5.4117507e-05       -0.0012895458       
+0.0010272932       -0.043449674       -0.0018004449       +0.074983433       +0.0011377395       +0.00081812902       
+0.00093069191       -0.019024407       -0.0022405874       +0.080509972       +0.0020834359       +0.00096966528       
-0.00080352190       +0.0080158021       +0.0016453633       -0.070000108       +0.0015832738       +0.00041106726       
+0.0010795645       -0.026075769       +0.0014714984       -0.021868490       -0.0021675153       -0.00035557856       
+0.0015917546       -0.036842595       -0.00092308945       +0.0072906823       +0.0031940483       +0.00050009869       
+0.0022641311       -0.053431077       +0.00017784920       -0.011292612       +0.00035528814       +0.0012834177       
+0.00039033460       +0.0078725065       -0.0020116186       +0.053289607       +0.0036791424       +0.00096430667       
-0.00067271923       +0.042424227       +0.00054586176       +0.0077815101       -0.0023992946       +0.0022876838       
-0.00047901219       -0.011001583       -0.0016901710       +0.055559650       +0.0020794241       +0.00052548585       
+0.0010040439       -0.035441770       +0.0021397431       -0.051231268       +0.0011527722       -0.0018435506       
-0.00081946710       -0.0051928580       +0.00089300613       -0.030159414       +0.0011157947       +0.00032823869       
-0.0018709573       +0.059785842       +0.0016687958       -0.040237274       -0.00095920982       +0.0019933725       
+0.00031659828       -0.0036355420       -0.00011403313       -0.030244434       +0.0020673209       -0.0013329597       
+0.0010086856       -0.036199036       +0.0010811389       -0.062284556       -0.0036820174       +0.00010300840       
-0.00033398907       +0.011792523       +0.0022523044       -0.088494387       +0.0026629672       +0.00010342227       
-0.0015676413       +0.051101128       +0.0021575849       -0.068031794       +0.0019883299       +1.0735517e-05       
+0.0013683672       -0.024606109       +0.00048175258       +0.0076841203       -0.0023894537       +0.00018979971       
-0.0010908022       +0.0028210361       -0.00036694542       +0.010900580       -0.0023003701       +0.0019674767       
+0.0019971642       -0.046300786       +0.00014630944       +0.011755115       -0.0028748910       -0.00045147995       
+0.0013269328       -0.049086107       +0.00091039225       -0.0018532875       -0.0013444384       -0.0022892083       
+0.0011739196       -0.031787190       +0.0017346433       -0.075178497       -0.0037108590       +0.0018466048       
-0.0012320448       +0.032414518       -0.0016133146       +0.072129542       +0.0022619361       +0.0024790944       
-0.0010773213       +0.032677329       -0.0024017816       +0.069190459       +0.00047057285       +0.0024093063       
-0.0010245972       +0.050146540       -0.0020098291       +0.066926423       +0.0034312741       -0.00081549499       
-0.0010354762       +0.055549429       +0.0015200034       -0.057250042       +0.00065809783       +0.00052821699       
+0.0022040781       -0.071460319       -0.0012678156       +0.049977388       -0.00024068525       -0.0013281967       
-0.0021046477       +0.074880095       -0.0014488598       +0.040781947       -0.0024879925       +0.0017073848       
-0.0018173826       +0.061619748       +0.00036225063       +0.013180418       -0.0027775433       +0.0022221471       
-0.00092079719       -0.0030613859       -0.00018500998       +0.012017750       -0.0032176683       -0.0017671991       
-0.0018328186       +0.074992141       +6.7653279e-05       +0.015831340       -0.00026474220       +0.0021336059       
+0.00078431223       -0.00096794344       -0.00046708541       +0.037107682       +0.0012659068       -0.0013614286       
+0.0020372474       -0.073838327       +0.00090513814       -0.044481938       -0.00053845022       +0.0017578211       
+0.00025609072       -0.026534404       -0.0014432281       +0.067395195       +0.0020108978       +0.00062469558       
-0.0014663534       +0.069449100       -0.00030685315       -0.0067217017       +0.0018547288       +0.0019292847       
+9.3895455e-05       -0.021564087       +0.0021601583       -0.059289941       -0.0035222499       -0.0021629441       
+0.0014365809       -0.035467488       +0.0020915891       -0.059984256       +0.0032396199       -0.0022782123       
-0.0019616314       +0.083609053       -0.00057761482       +0.018998313       +0.0033055959       +0.0011343324       
+0.0014159095       -0.056961735       +0.0019357107       -0.069011062       -0.0034803697       -5.4745058e-06       
+0.0011000877       -0.039949002       -0.0015174480       +0.023361843       +0.0015797418       +0.0024676137       
+0.00063227976       +0.011827161       +0.00087234662       -0.024435225       +0.0025417098       -0.0010217090       
-0.0011286160       +0.011614419       +0.00025770499       +0.012337041       +0.00075049507       -0.00097996841       
+0.0015861040       -0.050259935       +0.0010859108       -0.0098760518       +0.00022727638       +0.0013522397       
-0.00058855548       -0.0049644867       +0.0017686280       -0.063712084       -0.0026833262       +0.00081531664       
+0.00092156395       -0.034027526       -0.00079274495       +0.055200686       +0.0016262868       -0.0013982052       
-0.0010794846       +0.015849268       +0.0018655528       -0.048333098       +0.0023435398       -0.0016005976       
-0.00032246920       +0.031152749       +0.0013680612       -0.022150502       -0.0026712399       -0.00011561274       
-0.00075298747       +0.041665661       -0.0021282980       +0.062620975       -0.00069932347       +0.00037969550       
+0.0021374857       -0.083547675       -0.00085166334       +0.032157557       -0.0012985562       -0.0016336084       
-0.00050784388       -0.016801082       -0.00049082382       +0.022391893       -0.0022640547       -0.0021326339       
+0.00069845063       -0.037928090       -0.0020051553       +0.049121154       -0.0033368745       -0.0013224399       
+0.00050949764       -9.6506301e-05       +0.00017046191       +0.024707651       -0.0027179928       +0.0024357993       
+0.00019485355       -0.010402645       +0.00028130808       +0.025309562       -0.0016660462       -0.0021118706       
-0.0012114637       +0.065801559       +0.00092792682       -0.034414687       +0.0016198457       -0.00089972349       
+0.00094007214       +0.0013694164       +0.00053521575       -0.024385233       +0.00057931601       -0.00038636942       
+0.00013381607       -0.031179924       -0.0016660791       +0.050507072       -0.0014110556       -0.00043826796       
-0.0014061664       +0.061965911       +0.00047719062       -0.037408802       +0.0016529713       +0.0020636742       
+0.0016933892       -0.049734022       +0.0014839194       -0.027993554       +0.0016375947       -0.0012579375       
+0.0014786207       -0.019787790       +0.00087395261       -0.024788019       +0.0013863978       +0.0018092266       
+0.00028170464       +0.014458778       +4.0555929e-05       -0.026692722       +0.0031144366       -0.00050983925       
+0.00076713395       -0.027830178       -0.0021894098       +0.051671750       -0.0031622704       +0.0011055432       
-0.00063698500       -0.0036336707       +0.00025484930       -0.031793721       +0.00058977332       -0.0013536245       
-0.00063800557       +0.0035765327       -0.0017801525       +0.037427207       -0.0022859444       +0.0024276768       
+0.00024793400       -0.014535771       +0.0024124853       -0.088286583       +0.0023101668       +0.00013209219       
+0.00076032798       -0.030082901       +0.0017469695       -0.031139288       -0.0025824316       -0.0024695845       
-0.00041120431       +0.029230383       +0.0017681591       -0.074729568       +0.00075612768       -0.0014103020       
+4.5292018e-05       -0.031132207       -0.00012079266       +0.021535804       -0.0019557367       +0.0012040203       
-0.0014321254       +0.072825628       -0.00014749851       +0.012687100       -0.0022321050       +0.00010746324       
-0.0023270397       +0.081434985       -0.0010426931       +0.038232622       +0.0024101937       +0.0020955825       
+0.0023677556       -0.075227975       -0.00064659561       +0.0065600019       +0.0025851686       -0.00052514873       
+0.00039098353       -0.015957521       -0.0020909297       +0.044715492       -0.0011971276       -0.0017244167       
-0.0013091249       +0.056733655       -0.00061151963       +0.043610358       +0.0023260798       -0.0021989120       
+0.0017722095       -0.038544468       +0.0015023581       -0.050005327       -0.0032709034       +0.00011839356       
+0.00066657917       -0.017800279       +0.00073091447       -0.054900904       -0.0014483643       +0.0012551247       
+0.00090184101       -0.032857188       -0.00069308964       -0.0093493897       -0.00086651282       -0.0013994238       
-6.1349483e-05       -0.00019345946       +0.0026651607       -0.082176685       -0.0026562769       -0.00016140496       
+0.00087835263       -0.030591932       +0.00013177315       -0.036657320       +0.0033395929       +0.0011348952       
+0.0024565571       -0.073857909       +0.00082566142       -0.017881476       +0.0014910738       -0.0018039967       
+0.00070042427       +0.0025283144       -0.0016511408       +0.043631313       +0.0016084021       +1.1088250e-05       
-0.00079771600       +0.031777892       -0.0023708362       +0.064016185       +0.0012536036       +0.0018565937       
-0.0012812491       +0.056882805       -0.0018553434       +0.065911868       +6.2897032e-05       -0.0011723995       
+0.0022167251       -0.083752148       +0.00047824878       -0.026220261       -0.0031088799       +0.0012496192       
+4.7868025e-06       +0.025842238       +0.0016030801       -0.059773106       -0.0037365896       -0.0010282576       
+0.00087495424       -0.0033404797       +0.0017090886       -0.055588804       -0.0017301667       +0.0016238172       
+0.0022711273       -0.061889091       +0.0010845303       -0.041171087       -0.0021687883       -0.0019352245       
+0.00075542289       -0.020869053       -0.0018979438       +0.037150060       -0.0021213419       +0.00027649131       
+0.00068231847       -0.025681923       -0.0022901783       +0.056697570       -0.0017553410       -0.0023647949       
+0.0013523697       -0.033334049       -0.0018676805       +0.043316463       +0.00087438360       -0.00082033708       
-0.0012544498       +0.038208520       +0.00046898920       -0.044635587       +0.00038395664       +0.0021208697       
-0.0016037912       +0.069248999       +0.00058008752       +0.00048206341       -0.0031262942       +0.0021812655       
+0.00077920371       -0.030252914       -0.0023218319       +0.060026431       -0.0026923641       -0.0013199735       
+0.0020554985       -0.054893732       -0.0015437841       +0.049683609       -0.00072688360       -0.0020724813       
-0.0024374961       +0.077913039       -7.9919386e-05       -0.011564509       +0.0035042927       -0.0019952155       
+0.0020947400       -0.084118329       +0.00072154045       -0.027851877       -0.0020835785       +0.00087744700       
+0.0019428355       -0.039066591       +0.00074189764       -0.025296019       +0.00078097510       +0.0019517575       
+0.0026279853       -0.076344595       +0.00018565349       -0.0056642481       +0.00035420946       -0.0019425769       
+0.0015497073       -0.055555661       +0.0019408001       -0.071296081       -0.0026046994       +0.00068028578       
-0.0017135648       +0.031826291       +0.0011785104       -0.035740004       +0.0027354882       -0.0016890678       
-0.0010138618       +0.040992257       -0.0023451910       +0.069227695       +0.0032577121       -0.0018359219       
-0.00013718033       -0.018478331       +0.0016477552       -0.066441168       +0.0036856823       -0.0017806935       
-0.00094380642       +0.017470860       +0.00097348188       -0.057765568       -0.0019241324       -0.0014666288       
+0.0021348412       -0.074014446       +0.0010486482       -0.046798546       +0.0015074636       +6.9352333e-05       
+0.00083385522       -0.015306514       -0.0015746846       +0.072704459       -0.0020153775       -0.00092657627       
+0.00032844998       +0.012732189       -0.00022531492       +0.032452544       +0.0026476495       +0.0014223149       
-0.00062428875       +0.043597717       -0.0013345374       +0.057718079       -0.0019765893       +0.0021838495       
-0.00070186372       +0.046513391       -0.0014651203       +0.058182557       +0.0016704788       -0.00058430736       
+0.0018026858       -0.067709781       -0.0010738220       +0.051774227       -0.0024767600       -0.0018766989       
+0.0015090932       -0.027960938       +0.0016171606       -0.053581148       -0.00023726887       -0.0018212490       
+0.0017515192       -0.069660800       -0.0012032675       +0.052419990       -0.0020766704       +0.00096687329       
-0.00080575782       +0.026945538       +0.0018897183       -0.036972971       +0.0023557716       +0.0016440983       
+0.00015905384       +0.010017437       -0.00014518145       -0.026587631       +0.00063363344       -0.00070980796       
-0.0015620832       +0.042824553       -0.00066154871       -0.0054198697       +0.0033326326       +0.0011979421       
-0.0011300221       +0.054937881       +0.00084827368       -0.048439242       +0.0037397664       +0.0015086104       
+0.00078275472       -0.032169855       +0.0023869353       -0.065642756       +0.0030410122       +0.0021225527       
-0.0015774778       +0.074266026       -0.00055540575       +0.027749456       +0.0032889866       +0.0019436703       
+0.00043584379       -0.037108558       -0.0010973902       +0.013925817       -0.0032669650       -0.0015984113       
+0.00011617755       +0.0059089084       -0.0022413719       +0.053847584       -0.0030623323       +0.0013377036       
-0.0018479839       +0.040591318       -0.00039625010       -0.0050913693       +0.0014698366       -0.00085433564       
+0.0022976482       -0.074781008       -0.0010254667       +0.020761441       -0.0031621101       +0.00022000293       
+0.0012528596       -0.052477524       +0.0018260453       -0.042972286       -0.0029246749       -0.00089462590       
-0.00041203039       -0.0036292547       -0.00090170201       +0.055815510       -0.00014561435       +0.0016715130       
-0.00090344418       +0.050049549       +0.0011881760       -0.055870521       +0.0015457145       +0.00076768178       
+0.0011505779       -0.063375015       +0.00027698829       +0.0059830433       +0.0034738548       -0.0016356753       
-0.00091234758       -0.0038141592       +0.00023864505       -0.0049507057       +0.0021896141       -0.0015770536       
+0.0012092022       -0.067555208       -0.00063085318       +0.021403009       +0.0027720540       +0.00050267738       
-0.0011209135       +0.057485247       -5.6535907e-05       +0.023801001       -0.0036829666       -0.00025021786       
-0.00022486593       +0.040549800       -0.00063616736       +0.020908632       +0.0034709110       +0.0022686127       
-0.0015559832       +0.043444939       +0.0018756387       -0.045391786       -0.0023498343       +0.0022633939       
+0.00058460816       -0.045324706       +0.0014419227       -0.037180317       +0.0019333311       -0.0020434481       
-0.00050664923       +0.019128626       +0.0025045310       -0.087881011       +0.0028547887       +0.00094986492       
+0.0011817405       -0.0066458617       -0.00030387462       +0.0037406962       +0.0036334167       +0.0022277591       
-0.0010908653       +0.010108017       +0.0015813758       -0.051638654       +0.0028027161       -0.0021227830       
+0.0014449309       -0.069521311       +0.00047132301       -0.029548238       +0.0016127779       +0.00032244132       
+0.0013640289       -0.062056096       -0.0017417629       +0.053529061       -0.00072216972       +0.0014765434       
+0.0016290366       -0.061571439       -0.00097959292       +0.052528851       -0.0029633286       +9.0907215e-05       
-0.0012903650       +0.070652888       -4.9091805e-05       +0.00028269003       -0.0029035758       +0.00044625006       
-0.0017546274       +0.074203876       +0.0012560191       -0.045838415       -0.0011165850       +0.0016030309       
+0.0013509331       -0.039301210       -0.0022746214       +0.075015441       -0.0019468615       -0.00094281228       
-0.00077988634       +0.035239879       -0.00034021368       +0.041642697       +0.0037350402       -0.0023396820       
-0.00041670910       +0.023737738       -0.00079583324       -0.0059584625       -3.0001517e-05       +0.0017986002       
-0.00071850492       +0.033043218       +0.0017156285       -0.076149878       +0.0010036825       +4.7225374e-05       
-0.00036793381       -0.012813301       -0.0018120366       +0.050727368       -0.0014405857       +0.00045591140       
+0.0017723964       -0.065697146       -0.0014405566       +0.059784737       -0.00027884643       -3.9400092e-06       
-0.0014249201       +0.067308576       -0.00010024153       +0.021562648       +0.00033190366       -0.0014070787       
+0.00095419230       -0.039746306       +0.00091756298       -0.00025451514       +0.00068521369       -0.00039488808       
+0.0019673317       -0.081519161       -0.00093635741       +0.027953163       +0.0030923465       +0.00035288070       
+0.00069727373       -0.0091752535       +0.0019759747       -0.079183517       -0.0010099398       +0.0013942865       
+0.0010442549       -0.044086242       +0.0020856497       -0.077646991       +0.0011052589       -0.0021018062       
-0.00066031247       -0.0088038626       -0.00038988345       +0.027530400       -0.0011857521       -0.0022469743       
-0.0016423404       +0.038719102       -0.0013220445       +0.024169010       +0.0028379617       -0.00024087458       
-0.0021064949       +0.080963283       +0.0011574080       -0.037128766       +0.00052070037       +0.0024567014       
+0.0021714212       -0.086126998       -0.00016967053       -0.0030688419       -0.0034735678       +0.0021063997       
-0.0012319536       +0.053450385       -0.0013002352       +0.019707087       +0.0023609805       -0.0010807393       
-9.4509418e-05       +0.00089711140       +0.0026658505       -0.083199888       -0.0020230705       +0.0015270412       
-0.0022129980       +0.077503241       +0.0010590477       -0.044029717       -0.0013932210       +0.0011437682       
