   posx(m)        px/pz(rad)         posy(m)       py/pz(rad)         posz(m)           pz/pz(rad)   
+0.0014775088       -0.034506660       +0.00028213512       +0.017339969       +0.0033962585       -0.0019582932       
-0.00076621150       +0.052485547       +0.0013075278       -0.041685559       -0.0030037381       -0.0020846100       
-0.0018586215       +0.060110519       +0.00074344840       -0.046110662       -0.0032654923       -0.0012280226       
-0.0021108207       +0.064532640       -0.0016200997       +0.053488798       +0.00098204711       +0.0015046000       
+0.0017594611       -0.064590600       -0.0018556759       +0.061036999       +0.0037171176       +0.0023363578       
-0.00054332961       +0.024585915       -0.0022864793       +0.086111678       -0.0030132196       -0.0024130489       
+0.0012579183       -0.042567557       -0.0018917931       +0.041175844       +0.0027794224       -0.0018017275       
+0.0017974601       -0.071776301       +0.00057298952       -0.036870023       +0.00059868313       +0.00068373026       
+0.0021192174       -0.085694116       +0.00062488603       -0.018218163       -0.00022473674       +0.0013971985       
+0.00030559294       -0.030366161       -0.0012380852       +0.016462984       -0.00021232474       -0.00056121917       
-0.00075848192       +0.035490133       -0.00018705817       -0.025133877       -0.0018137610       -0.0017111645       
-0.0021205250       +0.046117448       +0.00046068317       -0.012829886       -0.0036288175       +0.00046393243       
+0.0019958404       -0.039976541       -0.00040888097       +0.011850589       +0.00059789631       +0.0018013633       
-0.0010736566       +0.034623690       +0.0023832556       -0.067373325       -0.0020959293       +0.0018860429       
+0.0021881926       -0.072392752       +0.0014806046       -0.049606500       -0.0015782402       -0.0011302436       
+0.00092112197       -0.038893445       -0.0012988512       +0.066536611       -0.0032326119       -0.0012990469       
-0.0012877245       +0.014675958       -0.00046783058       +0.029834897       -0.00089082935       -0.0016197441       
+0.0011214312       -0.034767354       +0.00050535850       +0.014971637       -0.0013375686       -0.00024565807       
+0.0015073902       -0.039483019       +0.0015631259       -0.030159795       -0.00052636273       +0.0022651858       
-0.00061491611       +0.00061497008       +0.0017429572       -0.071227815       -0.0018787274       -0.00039220431       
-0.0022159367       +0.071175514       -8.6387886e-05       +0.021944449       +0.0031811496       -0.00073161895       
-0.0025857113       +0.076327602       +0.00036870428       -0.017309372       -0.00046200771       +0.0014375626       
-0.0024493678       +0.067257954       +0.00078082794       -0.026108448       -5.0407719e-05       -0.0024097576       
-0.0012290452       +0.052835368       -0.0020349544       +0.070141475       -0.00057334008       +0.0023182836       
-0.00049528837       -0.0039454589       -0.0020010551       +0.072989080       +0.0022516903       +0.0019810291       
-0.0016375289       +0.051796855       -0.00098706210       +0.055059428       -0.0011246923       -0.0022107465       
-9.6516031e-05       -0.0032639054       +0.0026151301       -0.084873705       -0.0033759470       -0.00064016608       
-0.0021927503       +0.060759184       +0.0014008916       -0.045105512       +0.0011402089       +0.00066484054       
+0.00085558310       -0.0046967682       +0.0017922437       -0.048831616       -0.0020266887       +0.0018686889       
+0.00084479358       -0.045026962       -0.00021893472       -0.020109242       +7.6954365e-05       +0.00011859708       
+0.0011559813       -0.017058308       +0.00032531530       +0.014220028       -0.0026666313       +0.00041538992       
+0.00046604586       +0.00094656098       -8.9085183e-05       -0.027591695       +0.0019975451       +0.00014995510       
-0.00029144069       +0.029874837       -0.00051803621       +0.042851231       +0.0019613597       -0.0020640601       
+0.0013249782       -0.054905599       -0.00097334577       +0.0066632377       +0.0036395850       -0.0015520743       
-0.0024800599       +0.068055099       -0.00046748434       +0.020952927       -0.0034800008       -0.0013368077       
+0.00091015857       -0.0070618949       +0.0012702223       -0.057954732       +0.00084129609       +0.0023026227       
+0.00072422304       -0.011903314       -0.0020919217       +0.049214015       +0.00065336648       -0.0022494852       
-0.00097496221       +0.038295239       +0.0016736491       -0.029753721       +0.0018772649       -0.0021017265       
+0.00097610782       -0.039148366       -0.00079562955       +0.054194170       -0.0032684920       -0.0016386618       
-0.0010219862       +0.030595379       +0.0015902465       -0.025247129       -0.0034566415       +0.0018283380       
+0.0016972986       -0.049408795       -0.00041447295       +0.038926223       -0.0032661957       -0.00052642498       
+0.00032887016       -0.024845355       -0.0023688393       +0.079237731       +0.0032055834       -0.0018878146       
-0.0015908185       +0.060318930       +2.5123976e-05       -0.026538817       +0.0020185238       +0.00037082416       
+0.0010484090       -0.030424873       -0.0014890443       +0.021288477       +0.0019331739       +0.0024946528       
+0.0015653310       -0.035817843       +0.00068658482       +0.0017309087       -0.00039438380       -0.0011721373       
-0.00075052179       +0.016892391       -0.0016194156       +0.075564303       +0.00017136187       +0.00047791164       
-0.0011858634       +0.044893779       -0.0023170381       +0.072997558       +0.0026389264       -0.0010672466       
+0.00012189573       +0.024353162       +0.0013049013       -0.051704910       -0.0028340199       +0.00053894510       
+0.0018738258       -0.051420213       +0.00070892376       -0.043952134       -0.00095557239       -0.0019678829       
+0.0010271107       -0.042072578       -0.0011254500       +0.061851418       +0.0022508273       -0.00043013425       
-0.00080573524       +0.026287470       -0.0015710619       +0.075101508       -0.0012180330       -0.00045736120       
-0.00062029016       +0.049516193       +0.00067878404       -0.0089126390       -0.00094996876       +0.0021270227       
+0.00086051684       -0.043606322       -0.0019358836       +0.047585107       -0.00031304400       -0.0018874662       
-0.00080844756       +0.00094594941       -0.0013758061       +0.029543002       -0.0037461636       +0.00013405070       
+0.00081535358       +0.0063716719       -0.00022887309       -0.00095151191       -0.0015532347       -0.0022581933       
+0.0019929194       -0.047181990       -0.00032315029       +0.027047327       -0.00081388185       -0.00068371391       
+0.00085551076       -0.045161570       -0.00047412347       -0.011657224       -0.00043077146       -0.00092006635       
+0.0011581462       -0.0072005193       +0.00085856430       -0.030090949       -0.00010820594       -0.0014511627       
-0.0016899124       +0.026445465       +0.00038604170       -0.012057360       +0.0029530382       -0.0012944559       
-0.00091527171       +0.036224747       +0.0019573071       -0.080099752       -0.0022048684       -0.00080977578       
-0.0010026046       +0.060236543       -0.00079543824       +0.034387915       +5.0640367e-05       +0.0011566933       
-0.0018492683       +0.056618808       -0.00089746536       +0.0059376990       +0.0032820951       -0.00072329384       
+0.00072326191       -0.0050830221       -0.0021771854       +0.065095141       -0.0036490553       -0.0022040440       
-0.0019758819       +0.046011447       +0.00039555415       +0.0040706355       +0.0035053971       -0.00054181322       
-0.00061048178       +0.0082220059       -0.0020002816       +0.081167731       -0.0025308155       +0.0013025687       
+0.0014827247       -0.059698135       -0.0019618038       +0.063721462       +0.0023131663       +2.3522428e-05       
-0.0010868210       +0.032327588       -0.0010564112       +0.061519464       -0.0025050195       -0.0015995057       
-0.0012282236       +0.021316000       -0.0019737390       +0.062457000       -0.00052905939       +0.00063840770       
-0.0010964008       +0.014334228       +0.0012512701       -0.020722474       -0.0014939620       -0.00032420536       
-0.0018800300       +0.060946570       -0.0018193054       +0.050149800       -0.0026151437       +0.00048704013       
-0.0012183760       +0.016356938       +0.0010879287       -0.050751347       -0.00012466069       +0.00023480048       
+0.00060416650       -0.0046630665       -0.0016086079       +0.072694378       +0.0034867400       +0.0021331230       
+0.0010684235       -0.054951270       -0.0017397343       +0.048422690       +0.0027471318       -0.00026815563       
+0.00039422339       -0.0091806829       +0.0018161217       -0.032061969       -0.0027521356       +0.0012655386       
+0.0022456366       -0.082297731       +0.00019754214       -0.020313053       +0.0014190462       -0.00077459624       
-0.0017344729       +0.056904905       -0.00083855804       +0.0023438045       -0.0030945430       -0.0015291580       
-0.0010063355       +0.062465348       +0.00019675249       +0.0017770979       -0.0032060547       -0.0023761480       
+0.0013364021       -0.062879831       +0.00080123928       -0.043682888       +0.00037479761       -0.0020285028       
-0.00060477389       +0.028361425       -0.0024833478       +0.081212159       -0.0031488285       +6.3246040e-05       
+0.0017118943       -0.079914760       +0.00025184075       -0.0085345442       -0.00010637050       -0.0012519790       
-0.00011697272       +0.026769169       -0.0014654914       +0.028387479       -0.0017169482       -0.0010422168       
+0.0019769018       -0.055048851       +0.00040622823       -0.034390753       +0.0019248746       -0.00028902444       
-0.0012407477       +0.039355931       -0.0016321859       +0.028796821       -0.00021446237       -0.0015779581       
-0.0021402920       +0.073224074       -0.00031789256       -0.0093945334       -0.0032555754       +0.0013714456       
-0.0012943831       +0.021120360       -0.0010226017       +0.012742150       +0.00090504803       -0.0013782050       
+0.00059762649       +0.010676314       +0.00085256612       -0.014115884       -0.00097116541       -0.0019845155       
-8.1575440e-05       +0.012628493       -0.0024220957       +0.086278390       +0.0020536226       -0.00083823467       
-0.0015319964       +0.022034237       -0.00032173024       +0.021041500       -0.0035595006       +0.00067137628       
-0.00061664712       +0.018263096       -0.0012808408       +0.010705578       +0.0021096529       -0.0016694789       
-0.0019865127       +0.057300119       -0.0017192595       +0.049594133       -0.00085244301       -0.00016895518       
+0.0018022669       -0.042968428       +0.00041527376       -0.034127202       +8.4727134e-05       -0.00010736898       
-0.0026525272       +0.083451011       +0.00015597828       -0.0085209777       +0.0012139300       +0.00043806863       
-0.00023472676       +0.022440637       -0.0010863949       +0.061623675       +2.5021858e-05       -0.0014505184       
-0.0015776200       +0.033048790       +0.00042930645       -0.035488550       +0.0013769296       +0.00043643092       
+0.0022883716       -0.059580523       -0.00091700819       +0.034671958       +0.0016844666       -0.0016607035       
-0.00032106209       +0.024898441       -0.0015882540       +0.026436086       +0.0025499165       +0.0024785890       
+0.00017552676       +0.0029365910       +0.0021028877       -0.085257619       -0.00030710081       +0.00045604195       
-0.00092705802       +0.053355175       -0.0015867949       +0.043364163       -0.00046999353       +0.0021554971       
-0.00017482033       +0.024541988       +0.0020307865       -0.051713305       +0.0020861506       +3.8901167e-05       
-0.00069750693       -0.0043906719       -0.0013209634       +0.029466929       +0.0015544682       -0.00052403305       
+0.00073779563       -0.016692492       -0.0010903713       +0.0046017811       +0.0017570792       -0.0021147114       
+0.0011777025       -0.024505986       +0.00098381927       -0.0051851607       -1.2869822e-05       +1.7338335e-05       
+0.0015809230       -0.062370011       -0.0018428388       +0.064064879       -0.00068557837       +0.00014010556       
-0.00059015331       +0.030247870       +0.0022422258       -0.057530917       -0.0027419112       -0.0015592897       
-0.0016335662       +0.052477275       +0.0014859962       -0.026984153       +0.0014693607       +0.00012558284       
-0.00066455391       +0.053433040       -0.00052329298       +0.020129377       +0.0011683180       -0.0014734018       
+0.00020966806       +0.012718320       -0.0015412277       +0.027611886       -0.0037568845       -0.00092631148       
-0.0013066385       +0.026338352       +0.0019458673       -0.068992445       +0.0022172160       +3.4743533e-05       
-0.00084920882       +0.056887293       +0.00018827587       +0.0064975915       +0.00018651984       -0.00012572063       
-0.0012021139       +0.010769518       +0.0010313730       -0.040027569       -0.0030712135       -0.0012640556       
-0.0011337164       +0.030023176       +0.0023792670       -0.072517073       +0.0010802490       +0.0021556730       
+0.00017206914       +0.019649383       +0.0013614355       -0.026490336       -0.0019459510       -0.0019892977       
-3.7973676e-05       -0.019290317       +0.0021228185       -0.061493032       +0.00016903836       +0.00090405125       
-0.0021993926       +0.052720058       -0.00060073673       +0.027138190       -0.0035328707       -0.0010102479       
+0.00066140883       +0.0096433111       +0.00070312291       -0.033174939       -0.0023570577       +0.0011930955       
-8.8600902e-05       +0.031757901       +0.00086052639       -0.011566515       +0.0014619318       +0.0021036952       
+0.0013210595       -0.047957469       -0.0016272087       +0.071305294       +0.0023893560       -0.0015427828       
-0.0021307820       +0.061915302       +0.0015686546       -0.050286866       -0.00057373255       -0.0013745153       
-0.0012090341       +0.013303210       -0.00041114468       +0.030941341       +0.0016611473       +0.00030970156       
+0.0011754291       -0.055452410       +0.0018628349       -0.064145027       -0.00065660357       -0.00043200395       
-0.0011389439       +0.014034949       -0.0017435745       +0.051941803       -0.0031255422       -0.0021620033       
+0.0013786822       -0.024330830       +4.2118981e-05       -0.024319569       +0.00090014010       -0.0020465484       
+0.00032811596       -0.032896957       -0.0019965418       +0.062415974       -0.00089049337       -0.00044069223       
+0.0013129282       -0.055437877       +0.0017837383       -0.042765942       +0.00073907800       +0.0020349952       
+0.00052202899       -0.013543821       -0.00061041656       +0.052020827       +0.0029270460       +0.00095941624       
-0.00074119428       +0.034603349       -0.0023203539       +0.064022341       -0.0026174429       +0.00014720967       
+0.00044402796       -0.010717924       -0.0026118749       +0.084884210       +0.00093102324       -0.00051457374       
-0.0019368855       +0.073185120       +0.0015577441       -0.047221629       +0.00099598744       -0.0017733357       
-0.00038397324       -0.015888206       -0.00073380007       +0.0053866160       -0.0031948826       +0.00082415796       
+0.00013341973       +0.016914069       -0.0020799010       +0.059915186       -0.00042920522       -0.0011676167       
-0.00084258976       +0.0069978593       +0.00082473456       -0.0014198748       -0.00073083009       -0.0018178179       
+0.0019570054       -0.040477259       -0.00033717500       +0.021008334       -0.0023674630       -0.0014044090       
-0.00049602918       +0.0042947278       +0.0020719596       -0.047101054       -0.0013026672       +0.00055706550       
-4.1775271e-05       +0.029009025       +0.0015937027       -0.052316650       -0.00042215224       -0.0022632314       
+0.00051393079       +0.0089457181       +0.0017135777       -0.047449628       -0.0024723836       +0.0017874105       
+0.0013747407       -0.040403992       -0.0018799394       +0.075562923       -0.00029546767       -0.0011979952       
+0.0022695936       -0.073384110       -0.0013908652       +0.045308541       +0.0032174144       -0.0021005944       
-0.00062134295       +0.034426904       +0.0019625655       -0.077570970       -0.0011269852       -0.00096286101       
-0.00068482006       +0.0073595257       -0.0015884156       +0.027275836       -6.2427231e-05       +0.0022437915       
-0.00046884671       +0.039845520       +0.0012027706       -0.054519545       -0.0021615083       -0.00060765287       
+0.00032719312       -0.014370036       -0.0025632762       +0.072324948       +0.0010644130       -0.00065697292       
+0.0024443409       -0.079588675       -0.00064176254       +0.0092548792       +0.0030874580       -0.0011818429       
+0.0010957759       -0.055163050       -0.00070064979       +0.043796981       +0.0020110222       +0.00019751535       
+0.00048478087       +0.0069499859       -0.0018322799       +0.046861035       -0.00068895792       +0.0017179775       
-0.0010803460       +0.014934379       +0.00029861954       -0.034537018       -0.0022378936       +0.0017613777       
-0.0012419688       +0.054323243       +0.00059471224       -0.043927350       -0.0029513449       +0.00053888016       
-0.00016986119       +0.0022058007       +0.00056091709       -0.051206223       +0.0036990192       -0.0010136073       
-0.0016415079       +0.064771370       +0.0013972024       -0.028233881       +0.0024742579       -0.00091699428       
+0.00089065225       -0.0031513232       +0.00023326465       -0.028484604       +0.0030933638       -0.0011444065       
-0.0019198401       +0.036229485       +0.00028390024       -0.0074091245       -0.0010296238       -0.0020898214       
-0.00076990257       +0.017545446       +0.0023161931       -0.084912668       -0.0028111059       +0.0016246789       
-3.9289414e-05       -0.025202245       +0.0015210231       -0.058187274       -0.0011924899       -0.0022316355       
+0.00056754594       +0.014977382       +6.8867680e-05       -0.010861794       +0.0030640368       +0.00096777979       
+0.00033238123       -0.037417738       +0.0016144750       -0.054166564       -0.0010512263       -0.00051715550       
-0.00026049657       +0.015764486       -0.0018867764       +0.035892219       +0.0010770734       +0.00037768431       
+0.0011532082       -0.046861680       +0.0022617072       -0.070988849       +0.0020817725       -0.0010853609       
+0.0014235170       -0.060104346       -0.0011238374       +0.015021351       +0.0033616815       +0.00091479506       
-0.0014293209       +0.067048844       +0.0013532612       -0.035294969       +0.00035246683       +0.0010492114       
-0.00010773790       -0.023226865       +9.8953257e-05       +0.019052281       -0.0021006914       +0.0022777575       
+7.1639055e-05       -0.033569326       +0.00073872148       -0.034362746       +0.00040438761       -0.00036606293       
-0.0015235801       +0.024830923       -0.0012616667       +0.044281952       +0.0023298015       +0.00081750300       
+0.0022793662       -0.060690458       +0.00034239108       +0.0033001490       -0.0035228530       +0.0014826483       
+0.0018644870       -0.036025501       -0.00073304922       +0.028464280       +0.0034876021       +0.0018073350       
-0.00097343254       +0.030839415       +0.00090043149       +0.0019427416       -0.0029281947       +0.0018474005       
-0.00098820871       +0.036250581       -0.0024454660       +0.074948376       -0.0027809451       -0.00011452497       
+0.0011207965       -0.014111321       -0.0015164766       +0.060260648       +0.0034174902       -0.0011941142       
-0.00098217836       +0.0085944516       -0.00051719883       +0.038645633       -0.0014984541       -0.0010301908       
+0.0024595423       -0.084200277       -0.00048831388       +0.0057799085       -0.0014012868       -0.0014658082       
-0.0017088860       +0.075941170       -0.00087952192       +0.036008617       +0.0036899809       +0.00087989373       
-0.0019281189       +0.051105799       +0.00098191910       -0.012534780       +0.00078273644       +0.00064911368       
+0.00068223458       -0.049551197       +0.00033765243       -0.028078957       -0.0018807919       -0.00060772540       
+0.0013859213       -0.045823511       +0.0012626432       -0.064038279       +0.0031240848       -0.0015217572       
+0.00063542981       -0.015406434       +0.0024996467       -0.086033404       -0.0033196278       -0.00020340432       
+0.0020430075       -0.073203962       -0.0015072962       +0.052559296       +0.0030691376       -0.0010806666       
+0.00040208990       -0.035649280       +0.0015332039       -0.063606907       -0.00064439521       -0.00020540362       
+8.1396527e-05       +0.031374100       +0.00052000834       -0.014198920       +0.0015944631       -0.0013866516       
-0.00057547346       -0.0066271851       -0.00040300191       -0.010037787       -0.0028578878       +0.0012261344       
+0.00050744367       -0.032064897       -0.0010086972       +0.0046178346       -0.0036391403       -0.0020840516       
+0.0020509031       -0.067448896       +0.0016050489       -0.043159883       +0.00080747081       -0.0018383958       
-0.00091979336       +0.038670679       -0.0018639377       +0.038869696       +0.0034262243       +0.0011963512       
-0.00030905053       +0.0032358532       -0.0021654945       +0.086532716       +0.00082821395       +0.0020209748       
-0.0010310071       +0.043717506       -0.0017155783       +0.073508429       -0.0037810696       +0.0020572798       
-0.00067344212       +0.041604597       -0.0019880442       +0.068277906       -0.0022846525       -0.00092346609       
-0.00099446571       +0.011640627       -0.0016608033       +0.065799550       -0.0028891132       -0.0015716736       
+0.00097128517       +0.0018624833       +5.4632223e-05       +0.00023125333       +0.0037184979       +0.0011085546       
+9.6285097e-05       +0.0080286793       -0.0023493109       +0.085658059       +0.0023879269       -0.0012860410       
-0.00026371463       +0.00081716388       +0.0016245815       -0.024504912       -0.0030263236       +0.0011412395       
-0.0013994121       +0.052749264       +0.0020774761       -0.072980656       -0.00046586012       -0.0016921478       
+0.0010292837       -0.057056602       +0.0014179440       -0.052425745       -0.0023648039       -0.00078029736       
-0.0014503296       +0.025804300       -0.00074203960       +0.042517624       -0.00041290331       +0.00051214172       
-0.00015660631       +0.0037743606       +0.0026540568       -0.086265862       +0.0022923469       -0.0017194973       
-0.00089775875       +0.052216351       -0.0011728850       +0.052500755       +0.0024606629       +0.0021264450       
+0.0010294970       -0.041095859       -0.00093034689       +0.00083385355       +0.0030376256       +0.0017215336       
-0.0022169873       +0.078031470       -0.00073116488       +0.037286116       -0.0037202825       +4.0059808e-05       
-0.0015070501       +0.052570998       -0.0021191735       +0.060420490       +0.0036075550       +0.0023057891       
-0.00062583311       +0.030178399       +0.00023642346       -0.039222455       -0.0019128336       +0.00043026356       
-0.00067191855       +0.048863621       -0.0013602261       +0.048671577       +0.0027652006       -0.0012613987       
+0.0019373660       -0.067605263       +0.0012299553       -0.054747146       -1.8926908e-05       -0.0021825921       
-0.00055470305       +0.043507048       -0.00049718294       -0.0050301734       +0.00047710781       +0.00057896832       
-0.00092988717       +0.0031740872       -0.00072617095       +0.039923645       -0.0018985793       +0.00027160949       
-0.00071327072       +0.0038124874       +0.0018103731       -0.071512991       -0.0012299611       -0.0021767791       
+0.0014376640       -0.035048944       +0.00024736917       +0.019571298       +0.0022488560       -0.00031169457       
+0.0017413089       -0.080699413       +5.2941907e-05       -0.00084898619       +0.0022169036       -0.0013221830       
+0.0011450066       -0.023307205       -0.0018639913       +0.042759803       +0.00075113121       +0.0024023423       
+0.00030288202       -0.043390489       +0.00043660658       -0.011909996       +0.00060181758       -0.0022766101       
-0.0012909832       +0.024692071       -0.0016307015       +0.066081845       +0.00062735623       -0.00058813470       
+0.0018522317       -0.073078716       -0.00047705775       -0.0039397187       -0.0022646681       -0.00046007249       
-0.00070268294       +0.035678527       -0.0013093333       +0.015594438       -0.0014558323       -0.0019894237       
-0.00019650717       -0.014274871       +0.0020397264       -0.072591228       -0.0018749139       -0.00091934285       
+0.0020457150       -0.055127651       -0.0010858370       +0.019069101       +0.00083359826       -0.0013554478       
-0.00050903124       -0.0025868502       -0.00075199553       +0.050345920       -0.0016857172       +0.0017870937       
-0.00077396115       +0.044023121       -0.0015216398       +0.065389401       +0.0023839543       -0.0017869299       
-0.00051776239       +0.029259650       +5.9196043e-05       +0.029528537       -0.0029886828       -0.00093768758       
+0.00054717598       -0.016558942       -0.0016333570       +0.077547592       -0.0022244243       +0.00084087689       
+0.0017350176       -0.048243954       +0.0013933178       -0.025319906       +0.0032414430       -0.00022364781       
-0.0013498112       +0.028818836       -5.9738473e-05       -0.024878273       -0.0021004250       -0.0011712430       
+0.00012755475       -0.0047463013       -0.0014902981       +0.017872441       +0.00015079983       -0.0024019917       
-0.00040322465       -0.0057512971       +0.0022305595       -0.069896151       +0.0015396530       -0.00093591978       
-0.0013004972       +0.062854306       -0.00020602420       -0.013971968       -0.0018530289       -0.00098673330       
-0.00065498756       -0.0072200619       +0.00027806849       -0.027377904       -0.0015646528       +0.0016734848       
-0.00051685165       +0.022333461       -0.0025483826       +0.084725885       -0.0011554437       +0.0018808598       
+0.0022946134       -0.077353650       +0.00040423938       -0.028647344       -0.0021415026       +0.00024068905       
+0.00041393845       -0.033636889       +0.0014788817       -0.026832882       -0.0016337332       +0.00012361381       
-1.0969655e-05       -0.012367934       +0.0016077711       -0.025662142       +0.0011373016       +0.00018220176       
-0.00068282819       +0.050586844       +0.00054090694       -0.0021265422       +0.0025799177       -0.0011980519       
+0.0016855442       -0.070140796       +0.00032761910       -0.030257128       +0.0020084497       -0.0019093295       
+0.0019600241       -0.082294356       -0.00017956657       -0.0047518498       -0.0028927913       +0.00040161627       
-0.0011432157       +0.026740566       -0.0020319953       +0.077866527       -0.0018107719       -0.0013853097       
+0.0012441749       -0.045331987       +0.00034798769       -0.040525642       +0.0029729756       -0.00016564142       
+0.00010859830       +0.021607934       -0.0018276614       +0.060628837       +0.0029603183       +0.0016052561       
+0.0010849824       -0.0075906416       +0.00085362056       -0.040383994       +0.0031951676       -0.0019319931       
-0.0011548527       +0.045848629       +0.0010830420       -0.060017523       -0.0031274667       -0.00028966947       
+0.0017960467       -0.052068480       -0.0014340484       +0.027618398       -0.0027761314       +0.0014511221       
+0.0012187109       -0.050671185       -0.0014567229       +0.066421672       +0.0019292150       -0.00055801967       
+0.00089557536       -0.017638313       -0.0012304776       +0.011921568       -0.0030814853       -0.0022592134       
-0.00038754119       +0.013256114       -0.0024771592       +0.065496759       -0.0020959158       -0.00029890797       
-0.0012190553       +0.032030894       -0.0022014924       +0.078768076       +0.0032117215       -0.00029923134       
-0.00068962500       +0.044997242       +0.0018032184       -0.051384504       +0.0036963266       -0.0014576129       
+0.00080516730       -0.021281555       +0.0024939270       -0.083506780       +0.0035186140       +0.00069309307       
-0.0014972554       +0.042502656       +0.00049090478       +0.012316506       +0.0018537970       +0.0015287001       
+0.00065837002       -0.051423386       -0.00077311242       +0.032910733       +0.0030200723       +5.1389432e-05       
-0.0026263699       +0.076241899       +5.4241101e-05       -0.0041738170       +0.0032082764       -0.0024159636       
+0.0010085265       -0.026197973       +0.0010607183       -0.061661022       -0.0030987165       -0.0015768421       
-0.00034736472       -0.014382795       -0.00039662715       -0.010349253       -0.0019697372       +0.0024169810       
-0.0011251878       +0.033299763       +0.0011720596       -0.064090121       +0.0011467642       -0.0018456596       
-0.0019201352       +0.060304503       -0.00051756121       +0.039327734       +0.0023042220       +0.00036827385       
-0.00015379419       +0.038703922       +0.00032396031       -0.015664723       -0.0019339814       +0.0019562035       
-0.00017594323       -0.019223552       +0.00098605524       -0.010297192       -0.0036654681       -0.00061149765       
-0.0012500601       +0.021369974       +0.00038474578       +0.012469641       +0.0013733973       +0.0013530618       
-0.00061821980       +0.042659517       +3.1678086e-05       -0.025327309       +0.0020140942       +0.0013716679       
-0.0013753478       +0.048782583       -0.0021553156       +0.059121279       +0.0024127650       +0.0024459945       
-0.0024463365       +0.085565274       +0.00073141364       -0.018196256       -0.0021605611       +0.0012155414       
-0.00022062606       +0.018187160       +0.0016726698       -0.027892858       -0.00053478435       -0.0014855056       
-7.0093269e-05       -0.016495761       +0.0013919908       -0.066430569       +0.0034180191       -0.00052890104       
-0.0018771416       +0.048671042       -0.0012407277       +0.054576933       +0.0025849380       +0.00098256402       
+0.0022140715       -0.060731623       +0.00094979990       -0.042059282       -0.0022710059       +0.0012026752       
+0.0015400603       -0.036171663       +0.0013180320       -0.022046514       -0.0022193045       -0.0018808770       
-0.0018543840       +0.046133634       +0.0011548765       -0.052176118       +0.0019478356       -0.0010130875       
+0.0014730180       -0.033408179       -0.0020054413       +0.062462763       -0.0014496807       +0.0024855782       
-0.0010709797       +0.025121154       +0.00078673794       -0.053477791       -0.0016593062       +0.0022999372       
-0.00049101754       +0.038136573       -5.0041461e-05       +0.026882198       -0.0028157764       -0.0020740093       
-0.0019380182       +0.082345812       -0.00018917525       -0.0035537133       +0.00025455955       -0.00063768746       
-0.00036157818       +0.042865664       +0.0010431018       -0.032678220       +0.0036061268       +0.00024676879       
+0.0022426932       -0.073386940       -7.7218562e-05       -0.016116746       +0.0018934967       +0.00078947330       
-0.0020491292       +0.082032372       -0.00033292951       +0.022775146       -0.0013627058       +8.1344191e-05       
-0.0010020134       +0.011109932       -0.0011235075       +0.055405403       -0.00051301950       -0.0018063677       
+0.00054659268       +0.0089470401       -0.0015396552       +0.056761100       +4.1313413e-05       +0.00073385446       
-0.0014173414       +0.029170407       +0.0019395132       -0.059390877       +0.0028900900       +0.0021740551       
+0.00096652664       -0.0064060407       +0.0013578847       -0.029512790       +0.0026466407       +0.0016671488       
+0.00081504206       -0.028611599       -0.00097697056       +0.00022088723       -0.0012940971       +0.00095598288       
-0.0014526198       +0.046821929       +0.0022232662       -0.073071024       +0.00022655780       +0.00014490648       
-0.00050526489       +0.012825707       -0.0017504939       +0.079897503       -0.00051677825       +0.0011836196       
-0.00028862735       -0.010638895       -0.0013879982       +0.021554288       +0.0011566233       -0.0015546769       
+0.0015436840       -0.047405397       -0.0015670941       +0.029322998       -0.0035263120       +0.0023064502       
+0.0012136513       -0.016385339       +0.0016792826       -0.048662809       -0.0023753001       -0.00092562093       
-0.00070086868       +0.0056271698       -0.00087193087       +0.00031614460       +0.0031884819       -0.00092922671       
+0.0023910211       -0.061784046       +0.00051448104       -0.021296441       -0.00075624667       -0.00022554150       
-0.0015971649       +0.036589578       -0.0018790214       +0.058115923       +0.0014125331       -0.00061738932       
+0.0018797728       -0.060530222       -0.00083985025       +0.0042280960       -0.0037523229       -0.00031605266       
+0.0012779896       -0.054150476       -0.0014112428       +0.024370178       -0.0035239629       -0.00087898879       
-0.0019000568       +0.043734520       +0.0010553559       -0.020282899       +0.0034291649       -0.00016682147       
-0.0021832710       +0.059630633       -0.00053805836       +0.00019026377       -0.00028051362       -0.00020741645       
+0.00036521308       +0.0089074628       -0.0017782112       +0.070876565       -0.0029261073       -0.00077613624       
+0.0016482068       -0.071784006       -0.0012055872       +0.047126115       -0.00080744843       +0.0023154284       
-0.00019127795       +0.016649078       -0.0023383583       +0.060386771       -0.0024356819       +0.0011117462       
+0.00071793078       -0.022621152       +0.00028899082       +0.024140451       +0.0011676564       +0.0010406787       
+0.0015551770       -0.041116045       -0.00058533843       +0.044384819       -0.0018821927       -0.0020700704       
-0.0017758279       +0.047803856       +0.0014386962       -0.061194608       -0.00041741503       +0.0020207287       
+0.0025038286       -0.066817721       +0.00021484196       -0.0095178738       -0.0017025203       -0.00010521609       
-0.00081858568       +0.0094692470       +0.00016435546       -0.033846712       +0.0027658289       -0.00019379939       
+0.0020840537       -0.074370098       -0.00090419288       +0.044010552       +0.0022240220       +0.0014334264       
+0.00039489595       +0.013082633       +0.0014266535       -0.058238528       +0.0020844704       -0.0015304206       
+0.0015411170       -0.073657365       +0.00072368249       -0.014610973       -0.0019560151       -0.00018989365       
