  position(cm)    EK(MeV)  xrms size(cm)   yrms size(cm)   zrms size(cm)   zrms size(deg)   pxrms(mrad)   pyrms(mrad)   pzrms(mrad)   Nemitx(cm*mrad)  Nemity(cm*mrad)  Nemitz(cm*rad)  Nemitz(KeV*ns)    betax(cm/rad)  betay(cm*rad)  betaz(cm*rad)  alphax         alphay         alphaz         transm         MBtransm     
        97.7815       0.141895      0.0529721      0.0603128      0.0547772        12.2936        43.9089        37.1493        17.3137       0.215106       0.220648       0.166154        10.5817        2.32412         2.9372        3.21739       -1.64661        1.50766       0.184805           9869           8147
        97.8136       0.141801      0.0542391        0.05927      0.0546713        12.2739         45.438        38.5912        17.3243       0.215068       0.220621       0.166044        10.5712        2.43632        2.83601        3.20612       -1.77923        1.55234       0.179383           9869           8147
        97.8456       0.141722      0.0555559      0.0581985      0.0545694        12.2545        46.5528        39.5562        17.3251       0.215026       0.220579       0.165922        10.5605        2.55576        2.73407        3.19555       -1.89378        1.56628       0.171178           9869           8147
        97.8777       0.141672      0.0569046      0.0571172       0.054473         12.235        47.1957        40.0309        17.3179       0.214983       0.220523       0.165806        10.5512        2.68119         2.6334        3.18567        -1.9862        1.55125       0.160382           9869           8147
        97.9097       0.141667      0.0582659      0.0560447      0.0543834        12.2151        47.3214        40.0186        17.3057       0.214939       0.220454       0.165714        10.5452        2.81113        2.53582        3.17643       -2.05245        1.50951       0.147337           9869           8147
        97.9417       0.141726      0.0595933      0.0549488       0.054012        12.1291        46.8475        39.5404        16.7435       0.214598       0.219727       0.159986        10.1828        2.94532        2.44567        3.24535       -2.08829        1.44815       0.110154           9868           8146
        97.9738       0.141837      0.0609192      0.0539469      0.0539481          12.11        45.8629        38.6253        16.7293       0.214562       0.219631       0.159949        10.1845        3.07891        2.35874          3.239       -2.09115        1.36094      0.0940455           9868           8146
        98.0059       0.142016      0.0621977       0.053006      0.0538926          12.09        44.3176        37.3243        16.7183       0.214537       0.219526        0.15997        10.1922        3.21114        2.27917         3.2332       -2.05793        1.25525      0.0773466           9868           8146
         98.038        0.14226      0.0634088      0.0521416      0.0538456         12.069        42.2328        35.7017        16.7127       0.214526       0.219418       0.160059        10.2066        3.33967        2.20791        3.22778        -1.9869        1.13378       0.060748           9868           8146
        98.0702       0.142574      0.0644644      0.0513703      0.0537209        12.0278        39.5606        33.8393        16.4331       0.213981       0.219328       0.157344        10.0445        3.46352        2.14577        3.27107       -1.87557       0.998974       0.035044           9867           8145
        98.1024       0.142934      0.0654835      0.0507002      0.0536933        12.0065        36.5526        31.8357        16.4407       0.214029       0.219225       0.157565        10.0714        3.57688        2.09335        3.26658       -1.72812       0.853112      0.0206215           9867           8145
        98.1347       0.143347      0.0663861      0.0501418      0.0528542        11.8018        33.1964        29.8114        15.7382       0.213948       0.219019       0.148399        9.49921        3.68213        2.05197        3.36495       -1.54603       0.698825      0.0628361           9867           8144
         98.167       0.143778      0.0671514      0.0497106      0.0528177         11.776        29.6361        27.9167        15.7412       0.214054       0.218929        0.14861        9.52699        3.77084        2.02043        3.36017       -1.33024       0.536117      0.0534019           9867           8144
        98.1993       0.144221      0.0677712      0.0494119      0.0527842        11.7504         26.037        26.3195        15.7482       0.214191       0.218852        0.14885        9.55705        3.84394        1.99986        3.35542       -1.08672       0.367055      0.0467967           9867           8144
        98.2317        0.14466      0.0682367      0.0492521      0.0527523        11.7255        22.6421        25.1985         15.759       0.214358       0.218788       0.149109        9.58824        3.89972         1.9905        3.35054      -0.821232       0.192647      0.0430955           9867           8144
        98.2642       0.145077      0.0685418      0.0492357      0.0527205        11.7016        19.7902        24.7122        15.7731       0.214553       0.218738       0.149377        9.61934        3.93685        1.99255        3.34541      -0.540438      0.0137019      0.0421896           9867           8144
        98.2967       0.145458      0.0686832      0.0493655      0.0526877         11.679        17.9093        24.9559        15.7902       0.214773       0.218701       0.149643        9.64908        3.95455        2.00619        3.33992      -0.251568      -0.169092       0.043795           9867           8144
        98.3292       0.145789      0.0686611      0.0496424      0.0526526         11.658        17.3837        25.9308        15.8102        0.21501       0.218676       0.149894        9.67626        3.95257        2.03152        3.33405      0.0378958       -0.35507      0.0474715           9867           8144
        98.3617       0.146059      0.0684784      0.0500654      0.0526146        11.6388        18.2921        27.5457        15.8325       0.215259       0.218663       0.150119        9.69981        3.93124        2.06864        3.32781       0.320561      -0.543496      0.0526513           9867           8144
        98.3943       0.146264      0.0681409      0.0506318      0.0525733        11.6215        20.3261        29.6521        15.8565       0.215509       0.218658       0.150309        9.71888        3.89144        2.11758        3.32126       0.589447      -0.733455      0.0586776           9867           8144
        98.4269       0.146401      0.0676574      0.0513366      0.0525285        11.6062        23.0233        32.0836        15.8814       0.215751       0.218661       0.150456         9.7329        3.83456        2.17831         3.3145       0.838267       -0.92376       0.064846           9867           8144
        98.4595       0.146472       0.067039      0.0521731      0.0524806        11.5928        25.9869        34.6815        15.9057       0.215977       0.218669       0.150555        9.74164        3.76241        2.25073        3.30766        1.06165       -1.11286      0.0704559           9867           8144
        98.4921       0.146483      0.0662992      0.0531325      0.0524302        11.5812        28.9368        37.3045        15.9281       0.216177       0.218681       0.150604        9.74523        3.67714        2.33461        3.30088        1.25529       -1.29875      0.0748445           9867           8144
        98.5248       0.146455      0.0654221      0.0542072      0.0515211        11.3814        31.5986        39.8313        15.3242       0.215508       0.218716       0.141482        9.15407        3.59163        2.42963        3.39294        1.41751       -1.47893       0.135823           9867           8143
        98.5573       0.146382      0.0644885      0.0553785       0.051449        11.3684        34.0144        42.1515        15.3406       0.215594       0.218728       0.141398        9.14636        3.48795        2.53524        3.38495         1.5442       -1.65038       0.136667           9867           8143
        98.5899       0.146289       0.063484      0.0566348      0.0513778        11.3562        36.0173        44.1732         15.352       0.215651       0.218739       0.141309        9.13773        3.37837        2.65076        3.37684        1.63516       -1.80958       0.134621           9867           8143
        98.6225       0.146193      0.0624276      0.0579598       0.051309        11.3448        37.5509        45.8148        15.3577       0.215679       0.218748       0.141222        9.12911        3.26544        2.77528        3.36883        1.69058       -1.95256       0.129519           9867           8143
         98.655       0.146111       0.061339      0.0593358       0.051244        11.3336        38.5812        47.0059        15.3577       0.215679       0.218753       0.141143        9.12142         3.1516        2.90767        3.36119        1.71158       -2.07507       0.121386           9867           8143
        98.6876        0.14606      0.0602378      0.0607436      0.0511843        11.3223        39.0934         47.688        15.3528       0.215652       0.218755       0.141076        9.11553        3.03911        3.04652        3.35414        1.70003       -2.17265       0.110434           9867           8143
        98.7201       0.146055      0.0591436      0.0621628      0.0511311        11.3108        39.0896        47.8155        15.3442       0.215602       0.218753       0.141028        9.11221        2.93004        3.19019        3.34792        1.65837       -2.24089      0.0970466           9867           8143
        98.7527       0.146106      0.0580755      0.0635724      0.0510854        11.2987        38.5875        47.3573        15.3336       0.215531       0.218746       0.141001        9.11206        2.82622        3.33677        3.34272        1.58943       -2.27565      0.0817548           9867           8143
        98.7853       0.146222      0.0570519       0.064951      0.0510477        11.2859        37.6201        46.2986        15.3223       0.215444       0.218734       0.140998        9.11549        2.72923         3.4841        3.33868        1.49625       -2.27333      0.0652032           9867           8143
        98.8178       0.146407      0.0560901      0.0662771      0.0510183        11.2723        36.2355        44.6422        15.3115       0.215346       0.218716        0.14102        9.12272        2.64042        3.62981        3.33588        1.38191       -2.23107      0.0481104           9867           8143
        98.8505       0.146662      0.0552063      0.0675297      0.0509973        11.2578        34.4979        42.4109         15.302       0.215242       0.218695       0.141068        9.13373        2.56092        3.77134        3.33434        1.24937       -2.14707      0.0312263           9867           8143
        98.8831       0.146981      0.0544156      0.0686888       0.050984        11.2426        32.4894         39.649        15.2938       0.215135       0.218669       0.141139        9.14829        2.49163          3.906        3.33403        1.10141       -2.02075      0.0152862           9867           8143
        98.9158       0.147358      0.0537313      0.0697356      0.0509778        11.2269        30.3134        36.4251        15.2864       0.215031       0.218642       0.141231        9.16595        2.43331        4.03104        3.33484       0.940508       -1.85292    0.000966254           9867           8143
        98.9485       0.147779      0.0531653      0.0706532      0.0509775        11.2108        28.0997        32.8362        15.2791       0.214932       0.218616       0.141339        9.18606        2.38654        4.14376        3.33663       0.768794       -1.64583     -0.0111567           9867           8143
        98.9813       0.148231      0.0527279      0.0714269      0.0509819        11.1947        26.0096         29.017        15.2709       0.214842       0.218594       0.141457        9.20783         2.3518        4.24154        3.33921       0.588069       -1.40326     -0.0206407           9867           8143
        99.0142       0.148697      0.0524275      0.0720444      0.0509895        11.1788        24.2382        25.1567        15.2612       0.214762       0.218579       0.141581        9.23033        2.32948        4.32205        3.34237       0.399799       -1.13033     -0.0272063           9867           8143
        99.0471       0.149159      0.0522708      0.0724965      0.0509988        11.1635        23.0012        21.5302        15.2495       0.214694       0.218574       0.141702        9.25256        2.31986        4.38326        3.34587       0.205167      -0.833403      -0.030754           9867           8143
          99.08         0.1496      0.0522627      0.0727767      0.0510085        11.1492        22.4962        18.5418        15.2362       0.214638       0.218583       0.141813        9.27352        2.32321        4.42364         3.3495     0.00514219      -0.519822     -0.0313708           9867           8143
         99.113       0.150003      0.0524062      0.0728821      0.0510171        11.1361        22.8397         16.724        15.2217       0.214596       0.218607       0.141909        9.29228        2.33971        4.44218        3.35305       -0.19943      -0.197576     -0.0293259           9867           8143
         99.146       0.150355      0.0527023      0.0728126      0.0510236        11.1245        24.0196        16.5325        15.2069       0.214567       0.218645       0.141983        9.30801        2.36951         4.4385        3.35635       -0.40773       0.125047     -0.0250541           9867           8143
        99.1791       0.150644      0.0531499      0.0725715      0.0510271        11.1145        25.9064         17.966        15.1927        0.21455       0.218695        0.14203        9.32008        2.41269        4.41283        3.35927      -0.618846       0.439835      -0.019129           9867           8143
        99.2121       0.150865      0.0537463      0.0721654      0.0510272        11.1064        28.3095        20.5524        15.1801       0.214544       0.218756       0.142048        9.32808         2.4693        4.36607        3.36171      -0.831666       0.739011     -0.0122274           9867           8143
        99.2452       0.151015      0.0544863      0.0716034      0.0510237        11.1001         31.032        23.7352        15.1694       0.214549       0.218824       0.142035        9.33186        2.53928        4.29967        3.36364       -1.04476        1.01556    -0.00508559           9867           8143
        99.2784       0.151096      0.0553629      0.0708975      0.0510169        11.0957        33.8979         27.099        15.1607       0.214564       0.218894       0.141993        9.33155        2.62248        4.21561        3.36507        -1.2563        1.26347     0.00155031           9867           8143
        99.3115       0.151114      0.0563668      0.0700621      0.0510074         11.093        36.7582         30.373        15.1539       0.214587       0.218962       0.141923        9.32757        2.71864        4.11629        3.36605       -1.46394        1.47795     0.00696961           9867           8143
        99.3446        0.15108      0.0574869      0.0691135      0.0509961        11.0918        39.4869        33.3818        15.1481       0.214619       0.219024       0.141832        9.32053        2.82731        4.00439        3.36669       -1.66479        1.65554      0.0105274           9867           8143
        99.3777       0.151009      0.0587098      0.0680696      0.0509843        11.0918        41.9764        36.0087        15.1427       0.214658       0.219077       0.141724        9.31125        2.94788         3.8828        3.36716       -1.85535        1.79412      0.0116849           9867           8143
        99.4107       0.150915      0.0600203      0.0669498      0.0509732        11.0928        44.1332        38.1748         15.137       0.214703       0.219118       0.141607        9.30068        3.07953        3.75445        3.36763       -2.03162        1.89287      0.0100525           9867           8143
        99.4438       0.150818      0.0614012      0.0657741      0.0509644        11.0945        45.8758        39.8284        15.1309       0.214752       0.219144       0.141489        9.28991        3.22118        3.62224        3.36829       -2.18911        1.95217     0.00541849           9867           8143
        99.4769       0.150735      0.0628338      0.0645631      0.0509594        11.0965        47.1341         40.939        15.1244       0.214804       0.219156       0.141377        9.28002         3.3715        3.48896        3.36936         -2.323        1.97342    -0.00224234           9867           8143
        99.5099       0.150682      0.0642979      0.0633377      0.0509596        11.0984        47.8496        41.4941        15.1181       0.214856       0.219152        0.14128        9.27203         3.5289        3.35716        3.37103       -2.42831        1.95887     -0.0127687           9867           8143
         99.543       0.150676      0.0657722      0.0621183      0.0509661        11.1001        47.9768        41.4973         15.113       0.214906       0.219135       0.141205         9.2669        3.69147        3.22917        3.37347       -2.50013        1.91142     -0.0258234           9867           8143
        99.5761       0.150729      0.0672344      0.0609249      0.0509801        11.1012         47.485        40.9673        15.1097        0.21495       0.219106       0.141157        9.26538        3.85705        3.10703        3.37682        -2.5339        1.83437     -0.0409137           9867           8143
        99.6091       0.150849       0.068662      0.0597767      0.0510021        11.1015        46.3597        39.9373        15.1089       0.214984       0.219068       0.141142        9.26805        4.02322        2.99248        3.38118       -2.52566        1.73124     -0.0574216           9867           8143
        99.6422       0.151041      0.0700324      0.0586918      0.0510325        11.1011        44.6045        38.4546        15.1109       0.215006       0.219024       0.141161        9.27525        4.18729        2.88701        3.38659       -2.47236         1.6056     -0.0746407           9867           8143
        99.6754       0.151306      0.0713236      0.0576872      0.0510713        11.0998        42.2431        36.5812        15.1151       0.215012       0.218977       0.141217        9.28705        4.34639        2.79179        3.39305       -2.37209        1.46088     -0.0918184           9867           8143
        99.7085       0.151638      0.0725146      0.0567781      0.0511181        11.0978         39.321         34.395        15.1203       0.215001        0.21893       0.141309        9.30327        4.49751        2.70781        3.40049       -2.22432        1.30027      -0.108202           9867           8143
        99.7417       0.152031      0.0735856      0.0559786      0.0511721        11.0952        35.9083        31.9927         15.125       0.214974       0.218885       0.141433        9.32349        4.63752        2.63581        3.40881       -2.03009        1.12662      -0.123084           9867           8143
         99.775       0.152471      0.0745189      0.0553009      0.0512324        11.0922        32.1044        29.4943        15.1272       0.214933       0.218845       0.141585        9.34701        4.76336        2.57638        3.41787       -1.79203       0.942412      -0.135846           9867           8143
        99.8083       0.152944      0.0752991      0.0547553      0.0512975        11.0891        28.0483        27.0499        15.1252       0.214882       0.218811       0.141758        9.37294        4.87203        2.52996        3.42749       -1.51442       0.749726      -0.145998           9867           8143
        99.8417       0.153432      0.0759135      0.0543506       0.051366        11.0863        23.9401        24.8454        15.1173       0.214828       0.218786       0.141944        9.40022        4.96082        2.49687        3.43749       -1.20311       0.550269      -0.153209           9867           8143
        99.8751       0.153918      0.0763523      0.0540936      0.0514365         11.084        20.0837        23.1012        15.1026       0.214777        0.21877       0.142134        9.42769        5.02737        2.47735         3.4477      -0.865298        0.34542      -0.157328           9867           8143
        99.9085       0.154382       0.076609      0.0539889      0.0515075        11.0826        16.9574         22.046        15.0811       0.214735       0.218764       0.142319        9.45414        5.06985        2.47157        3.45794      -0.509274       0.136305      -0.158397           9867           8143
         99.942       0.154808      0.0766805      0.0540397      0.0515775        11.0823        15.2293        21.8565        15.0535       0.214708       0.218767       0.142488        9.47843        5.08705        2.47963        3.46807      -0.144081     -0.0761111      -0.156646           9867           8143
        99.9756       0.155181      0.0765669      0.0542466      0.0516453        11.0836        15.4402        22.5838        15.0209         0.2147       0.218781       0.142633         9.4995        5.07847        2.50159        3.47797       0.220901       -0.29092      -0.152481           9867           8143
        100.009        0.15549      0.0762719      0.0546086      0.0517102        11.0865        17.4519        24.1304        14.9852       0.214711       0.218805       0.142746        9.51653        5.04439        2.53746        3.48757       0.576387      -0.507151      -0.146459           9867           8143
        100.043       0.155728      0.0758022      0.0551225      0.0517714        11.0911        20.5931        26.2998        14.9481       0.214742       0.218839       0.142823        9.52893        4.98583        2.58717        3.49682       0.913595      -0.723662      -0.139252           9867           8143
        100.076       0.155892      0.0751678       0.055783      0.0518287        11.0976        24.2316        28.8697        14.9115        0.21479       0.218882        0.14286        9.53641        4.90451        2.65058        3.50573        1.22463      -0.939019      -0.131603           9867           8143
         100.11       0.155983      0.0743812      0.0565827      0.0518824        11.1058        27.9556        31.6377        14.8767       0.214851       0.218933       0.142857        9.53901        4.80279        2.72747        3.51433        1.50278       -1.15141       -0.12428           9867           8143
        100.144       0.156009      0.0734576       0.057512       0.051933        11.1157         31.514        34.4345        14.8448       0.214918       0.218991       0.142817        9.53716        4.68347        2.81747        3.52268        1.74273       -1.35857      -0.118019           9867           8143
        100.177        0.15598      0.0724142      0.0585595      0.0519813        11.1271        34.7479        37.1206        14.8163       0.214989       0.219056       0.142746        9.53146        4.54973        2.92007         3.5309         1.9407       -1.55765      -0.113506           9867           8143
        100.211        0.15591      0.0712699      0.0597113      0.0520285        11.1397        37.5518        39.5797        14.7916       0.215056       0.219127       0.142647        9.52275        4.40494        3.03458        3.53916        2.09447       -1.74529      -0.111342           9867           8143
        100.245       0.155817      0.0700448       0.060952      0.0520758        11.1532         39.854        41.7136        14.7708       0.215116       0.219201        0.14253        9.51206        4.25256        3.16013        3.54763         2.2033       -1.91761       -0.11198           9867           8143
        100.278       0.155718        0.06876       0.062264      0.0521249        11.1672        41.6075        43.4384         14.754       0.215162       0.219275       0.142403        9.50058        4.09594        3.29559        3.55649        2.26782       -2.07031      -0.115694           9867           8143
        100.312       0.155633      0.0674371      0.0636283      0.0521773        11.1815        42.7848        44.6832        14.7416       0.215194       0.219348       0.142275         9.4895        3.93829         3.4396        3.56593        2.28977       -2.19875      -0.122563           9867           8143
        100.345       0.155579      0.0660977      0.0650244      0.0522343        11.1956        43.3755        45.3897         14.734        0.21521       0.219414       0.142157        9.47999        3.78252        3.59054        3.57613        2.27187       -2.29821      -0.132473           9867           8143
        100.379       0.155573      0.0647632      0.0664305      0.0522973        11.2093        43.3845        45.5134        14.7314        0.21521        0.21947       0.142057         9.4731        3.63127        3.74649        3.58724        2.21752       -2.36402      -0.145116           9867           8143
        100.413       0.155628      0.0634544      0.0678244      0.0523673        11.2224        42.8313        45.0248        14.7341       0.215196       0.219512       0.141981         9.4697        3.48681        3.90528        3.59938        2.13056       -2.39187      -0.160015           9867           8143
        100.446       0.155752      0.0621913      0.0691833       0.052445        11.2346        41.7489        43.9112        14.7417       0.215169       0.219535       0.141936        9.47048        3.35107        4.06448        3.61262        2.01509       -2.37806      -0.176552           9867           8143
         100.48       0.155952      0.0609924      0.0704844      0.0525309        11.2458        40.1838        42.1785        14.7535       0.215134       0.219535       0.141926        9.47587        3.22566         4.2214        3.62697        1.87519       -2.31977      -0.193999           9867           8143
        100.513       0.156227      0.0598754      0.0717057       0.052625         11.256        38.1955        39.8534        14.7678       0.215092       0.219512       0.141953        9.48607        3.11185        4.37317        3.64238        1.71483       -2.21532      -0.211569           9867           8143
        100.547       0.156574       0.058856       0.072826      0.0527269        11.2653        35.8578        36.9851        14.7825       0.215048       0.219465        0.14202        9.50102        3.01067        4.51673        3.65875        1.53767        -2.0644      -0.228456           9867           8143
        100.581       0.156984      0.0579486      0.0738257      0.0528359        11.2738        33.2604        33.6495         14.795       0.215004       0.219396       0.142124        9.52041        2.92288        4.64897        3.67589          1.347       -1.86818      -0.243892           9867           8143
        100.615       0.157453      0.0571534      0.0746396      0.0529441        11.2801         30.514        29.8954        14.4208       0.214761       0.218765       0.138155        9.26843        2.85051        4.77257        3.80242        1.14721       -1.62913      -0.269554           9866           8142
        100.649       0.157949       0.056505      0.0753462      0.0530655        11.2882         27.752         26.004        14.4229       0.214713       0.218713       0.138335        9.29511        2.79111        4.87203        3.82079       0.937652       -1.35179      -0.280031           9866           8142
        100.682       0.158462      0.0560004      0.0758867        0.05319        11.2963        25.1479        22.1394        14.4151        0.21467       0.218662       0.138541        9.32399        2.74639         4.9512        3.83915       0.721844       -1.04237      -0.287315           9866           8142
        100.716       0.158973      0.0556463      0.0762516       0.053316        11.3049        22.9151        18.6578        14.3962       0.214634       0.218619       0.138762        9.35394        2.71652        5.00782        3.85731       0.501402      -0.708156      -0.291199           9866           8142
         100.75       0.159463      0.0554476      0.0764345       0.053442        11.3142        21.3004        16.1051         14.366       0.214606       0.218591        0.13899        9.38374        2.70159        5.04014        3.87507       0.277638      -0.357488      -0.291686           9866           8142
        100.784       0.159915      0.0554069      0.0764325      0.0535665        11.3245        20.5361        15.1439        14.3253       0.214587       0.218583       0.139213        9.41211        2.70163        5.04708         3.8923      0.0516651    0.000633858      -0.288993           9866           8142
        100.819       0.160312      0.0555251      0.0762461      0.0536882        11.3362        20.7514        16.1004        14.2761       0.214576       0.218597       0.139421        9.43787        2.71661         5.0283        3.90894       -0.17549        0.35695      -0.283538           9866           8142
        100.853       0.160643      0.0558008       0.075879      0.0538063        11.3494        21.9035        18.6038        14.2208       0.214575       0.218632       0.139603        9.45996        2.74645        4.98424          3.925      -0.402769       0.702377      -0.275911           9866           8142
        100.887       0.160899      0.0562304      0.0753383      0.0539199        11.3643        23.8008        21.9827        14.1622       0.214583       0.218687       0.139751        9.47751        2.79099        4.91609        3.94053      -0.628958        1.02842      -0.266839           9866           8142
        100.921       0.161078      0.0568086       0.074634      0.0540288        11.3809         26.194        25.7046        14.1029       0.214602       0.218756       0.139856        9.48996        2.84999        4.82573        3.95565      -0.852574        1.32752      -0.257131           9866           8142
        100.955       0.161182      0.0575275      0.0737789      0.0541332        11.3992        28.8478        29.4323        14.0456       0.214631       0.218835       0.139916        9.49707        2.92312         4.7156        3.97052       -1.07176        1.59336      -0.247635           9866           8142
        100.989       0.161217      0.0583774      0.0727882      0.0542334        11.4191        31.5681        32.9555        13.9922        0.21467       0.218916        0.13993        9.49904        3.00992         4.5886        3.98529       -1.28422        1.82102      -0.239165           9866           8142
        101.024       0.161193      0.0593463      0.0716791      0.0543304        11.4404        34.1997        36.1371        13.9443       0.214721       0.218997       0.139901        9.49633        3.10973        4.44791        4.00015        -1.4871         2.0071      -0.232488           9866           8142
        101.058       0.161126      0.0604205      0.0704705      0.0544253        11.4628        36.6174        38.8842         13.903       0.214783       0.219071       0.139831        9.48966        3.22177         4.2969        4.01535       -1.67701        2.14974      -0.228291           9866           8142
        101.092       0.161033      0.0615839      0.0691825      0.0545195        11.4859        38.7183        41.1331        13.8691       0.214855       0.219135        0.13973        9.48002        3.34502        4.13895        4.03111       -1.85008        2.24851      -0.227109           9866           8142
        101.126       0.160933      0.0628188      0.0678361      0.0546144        11.5095        40.4168        42.8417        13.8431       0.214934       0.219187       0.139606        9.46868        3.47827        3.97736        4.04762       -2.00202        2.30426      -0.229282           9866           8142
         101.16       0.160846      0.0641061      0.0664525      0.0547116        11.5331        41.6421        43.9863        13.8256       0.215017       0.219225       0.139471        9.45698        3.62003        3.81522        4.06502       -2.12828        2.31895       -0.23494           9866           8142
        101.194       0.160791      0.0654249      0.0650534      0.0548127        11.5563        42.3368         44.559         13.817       0.215099       0.219249       0.139338        9.44632        3.76858        3.65537        4.08342       -2.22421        2.29541      -0.243997           9866           8142
        101.229       0.160785      0.0667535      0.0636596       0.054919         11.579         42.458        44.5664        13.8176       0.215174       0.219261       0.139218        9.43801        3.92192        3.50031         4.1029       -2.28528        2.23715      -0.256153           9866           8142
        101.263       0.160841      0.0680695      0.0622917      0.0550316        11.6007        41.9781        44.0288        13.8271       0.215237       0.219262       0.139123        9.43324        4.07779        3.35223        4.12345       -2.30737        2.14805      -0.270912           9866           8142
        101.297        0.16097      0.0693499      0.0609693      0.0551513        11.6213        40.8866        42.9795        13.8448        0.21528       0.219253       0.139064        9.43302        4.23369        3.21297        4.14501       -2.28698        2.03223       -0.28761           9866           8142
        101.331       0.161177      0.0705723      0.0597107      0.0552786        11.6406        39.1919         41.464        13.8693       0.215297       0.219237        0.13905        9.43811         4.3869        3.08402        4.16745       -2.22154        1.89378      -0.305453           9866           8142
        101.365       0.161464      0.0717144       0.058533      0.0554135        11.6587        36.9232          39.54        13.8984       0.215284       0.219217       0.139087        9.44905        4.53451        2.96658        4.19056       -2.10965        1.73664      -0.323565           9866           8142
          101.4       0.161826      0.0727553      0.0574516      0.0555558        11.6755        34.1333        37.2777         13.929       0.215237       0.219192       0.139182        9.46609        4.67345        2.86157        4.21406       -1.95123        1.56445      -0.341039           9866           8142
        101.434       0.162254      0.0736755      0.0564805      0.0557047        11.6913        30.9034        34.7609        13.9578       0.215158       0.219166       0.139337        9.48918        4.80059        2.76968        4.23762       -1.74776        1.38046      -0.356993           9866           8142
        101.468       0.162737      0.0744575      0.0556318      0.0558592        11.7064        27.3511        32.0897        13.9812        0.21505        0.21914       0.139553        9.51801         4.9128        2.69139         4.2609       -1.50226        1.18749      -0.370631           9866           8142
        101.503       0.163257      0.0750861      0.0549157       0.056018        11.7209        23.6483        29.3846         13.996       0.214919       0.219113       0.139828        9.55197        5.00707        2.62703        4.28351       -1.21936       0.987902      -0.381294           9866           8142
        101.537       0.163797      0.0755491      0.0543406      0.0561795        11.7354        20.0569        26.7925        13.9996       0.214775       0.219087       0.140156        9.59019        5.08065        2.57677        4.30515      -0.905155        0.78364      -0.388502           9866           8142
        101.572       0.164335      0.0758372      0.0539129      0.0563422        11.7501        16.9906        24.4906        13.9905       0.214628       0.219062       0.140529        9.63155        5.13116        2.54072        4.32553      -0.567056       0.576256      -0.391996           9866           8142
        101.606       0.164854      0.0759442      0.0536373      0.0565045        11.7654         15.059        22.6828        13.9685       0.214491       0.219039       0.140937        9.67472        5.15677        2.51889        4.34448      -0.213492       0.366997      -0.391754           9866           8142
        101.641       0.165332      0.0758675      0.0535163      0.0566648        11.7817        14.8705        21.5715        13.9343       0.214373       0.219019       0.141366        9.71821        5.15631        2.51123        4.36194       0.146445       0.156895      -0.387992           9866           8142
        101.676       0.165766      0.0755769      0.0535383      0.0559325        11.6142         16.497        21.2757        13.3396        0.21418       0.218688       0.135685        9.33994        5.12764        2.52013        4.43318       0.502749     -0.0543902      -0.343302           9866           8141
         101.71        0.16612      0.0751383      0.0537267      0.0560695        11.6302        19.4058        21.8709        13.2715         0.2141       0.218686       0.135881        9.36344         5.0752        2.54043        4.45287       0.847408      -0.263562      -0.333001           9866           8141
        101.745       0.166398      0.0745279      0.0540653       0.056201        11.6478        22.9678        23.2106        13.2006       0.214048       0.218689       0.136055        9.38321        4.99806        2.57445        4.47145        1.17153      -0.470673      -0.321024           9866           8141
         101.78       0.166594      0.0737558      0.0545486      0.0563268         11.667        26.7414        25.0946        13.1302       0.214022       0.218698       0.136198        9.39862        4.89814        2.62192        4.48907         1.4676       -0.67446      -0.308282           9866           8141
        101.815       0.166722       0.072814      0.0551709      0.0555486        11.5014        30.4535        27.3061        12.4959       0.213848       0.218731       0.129686        8.95267         4.7791        2.68243        4.58642        1.73066      -0.873281      -0.253932           9866           8140
         101.85       0.166766      0.0717591      0.0559188      0.0556475        11.5203        33.9252        29.6501        12.4293       0.213889       0.218755        0.12961        8.94863        4.64109        2.75558        4.60584        1.95302       -1.06528       -0.24151           9866           8140
        101.884       0.166749      0.0705876      0.0567828       0.055742        11.5405        37.0413        31.9665        12.3728        0.21394       0.218788       0.129526        8.94239        4.48934        2.84072        4.62406        2.13304       -1.24799      -0.231198           9866           8140
        101.919       0.166685      0.0693184      0.0577494      0.0558331        11.5616        39.7208        34.1245         12.327       0.213995        0.21883       0.129439        8.93465        4.32733        2.93707        4.64137        2.26906       -1.41848      -0.223796           9866           8140
        101.954       0.166593      0.0679713      0.0588031      0.0559225        11.5833        41.9075        36.0177        12.2922        0.21405       0.218881       0.129352        8.92615        4.15859         3.0437        4.65814        2.36092       -1.57342      -0.219924           9866           8140
        101.989       0.166493       0.066567      0.0599269      0.0560118        11.6052        43.5645        37.5587        12.2682         0.2141       0.218939       0.129269        8.91773        3.98653        3.15947        4.67476        2.40972       -1.70912      -0.219969           9866           8140
        102.023       0.166404      0.0651267      0.0611023      0.0561026        11.6271        44.6716        38.6761        12.2544       0.214141       0.219001       0.129193        8.91018        3.81434          3.283        4.69166        2.41768       -1.82162      -0.224066           9866           8140
        102.058       0.166348      0.0636712      0.0623094      0.0561965        11.6486        45.2231        39.3134        12.2503       0.214173       0.219064       0.129129        8.90423        3.64488         3.4127        4.70929        2.38788        -1.9069      -0.232093           9866           8140
        102.093       0.166342      0.0622215      0.0635274       0.056295        11.6692        45.2271        39.4286        12.2549       0.214194       0.219123       0.129076        8.90043         3.4807        3.54672        4.72808        2.32402       -1.96104      -0.243678           9866           8140
