  position(cm)    EK(MeV)  xrms size(cm)   yrms size(cm)   zrms size(cm)   zrms size(deg)   pxrms(mrad)   pyrms(mrad)   pzrms(mrad)   Nemitx(cm*mrad)  Nemity(cm*mrad)  Nemitz(cm*rad)  Nemitz(KeV*ns)    betax(cm/rad)  betay(cm*rad)  betaz(cm*rad)  alphax         alphay         alphaz         transm         MBtransm     
        4.24506      0.0349681      0.0572345      0.0726306       0.218549        98.7962        74.4955        73.4559        4.59937       0.205462       0.202839      0.0344949        1.09053        1.37931        2.24991         119.79        1.49099       -2.04396       -2.31417          10000           9635
        4.26091      0.0349678      0.0563479      0.0735692        0.21857         98.806        69.5439         66.764        4.61127       0.205308       0.202827      0.0345058        1.09087        1.33792        2.30858        119.775          1.314       -1.84097       -2.32067          10000           9633
        4.27671      0.0349674      0.0555831      0.0743723       0.218567        98.8053        64.2944        59.3001        4.62313       0.205142       0.202827      0.0345256        1.09149         1.3029        2.35926        119.704        1.12754       -1.59332       -2.32614          10000           9630
        4.29256      0.0349671      0.0549428       0.075018       0.218588        98.8153        59.0068        51.3844        4.63483       0.204984       0.202863      0.0345345        1.09177        1.27404        2.39998        119.696       0.933902       -1.30475       -2.33267          10000           9628
        4.30837      0.0349667      0.0544349      0.0755016       0.218586        98.8148        53.9674        43.5291        4.64597       0.204832       0.202927      0.0345435        1.09205        1.25152        2.43027        119.663       0.734514      -0.981406       -2.33856          10000           9625
        4.32418      0.0349664      0.0540649      0.0758046       0.218584        98.8145        49.5584        36.5947        4.65649       0.204699       0.203003      0.0345425        1.09201        1.23537         2.4489        119.665       0.531349      -0.630574       -2.34489          10000           9622
        4.33998       0.034966       0.053835      0.0759399       0.218583        98.8142        46.2024        31.9453        4.66756       0.204607       0.203037      0.0345521        1.09231        1.22545        2.45724         119.63       0.325707      -0.261701       -2.35069          10000           9619
        4.35575      0.0349655      0.0537528      0.0758882       0.218557        98.8035         44.284         31.144        4.67797        0.20451       0.203098      0.0345598        1.09255        1.22229        2.45318        119.576       0.118338       0.116527       -2.35595          10000           9615
        4.37148       0.034965       0.053821      0.0756419       0.218509        98.7823        44.0886        34.6289        4.68648       0.204481       0.203099      0.0345463        1.09211        1.22557        2.43728        119.571     -0.0889972       0.494959       -2.36149          10000           9610
        4.38717      0.0349644      0.0540318      0.0752063       0.218437        98.7506        45.6089        41.2305        4.69515       0.204452       0.203101      0.0345407        1.09193        1.23537        2.40927        119.512       -0.29565        0.86291       -2.36618          10000           9604
         4.4029      0.0349639      0.0543807      0.0746101       0.218388        98.7294        48.5902        49.4103        4.70406       0.204414       0.203093      0.0345347        1.09173        1.25161        2.37133         119.48      -0.500689        1.21085       -2.37136          10000           9599
        4.41878      0.0349637      0.0548598      0.0738375       0.218434        98.7503        52.6116        58.1079        4.71709       0.204376       0.203101      0.0345583        1.09247        1.27401        2.32239        119.449      -0.701995        1.52981       -2.37778          10000           9598
        4.43467      0.0349635      0.0554658      0.0729074        0.21848        98.7714        57.2419        66.6575        4.73076       0.204367       0.203093      0.0345907        1.09349        1.30238        2.26436        119.388      -0.898082        1.81271       -2.38387          10000           9597
        4.45043       0.034963      0.0561917      0.0718368       0.218456        98.7611        62.0896        74.6537         4.7408       0.204355       0.203104      0.0345927        1.09355        1.33678        2.19823        119.355        -1.0871        2.05393       -2.38936          10000           9593
        4.46624      0.0349626      0.0570253       0.070641       0.218455        98.7613        66.8396        81.8269        4.75124       0.204326       0.203134      0.0345904        1.09347        1.37694        2.12536        119.363       -1.26677        2.24967       -2.39574          10000           9590
        4.48197      0.0349621       0.057958       0.069349       0.218408        98.7406        71.2497         87.991         4.7607       0.204311       0.203138       0.034593        1.09354        1.42246        2.04831        119.303       -1.43453        2.39883       -2.40054          10000           9585
        4.49777      0.0349617      0.0589734      0.0679631       0.218407        98.7409        75.0956        92.9995         4.7711       0.204307       0.203146      0.0345922        1.09351        1.47278        1.96719        119.306       -1.58656        2.49923       -2.40676          10000           9582
        4.51354      0.0349612      0.0600523      0.0665224       0.218383        98.7308        78.2134        96.7894        4.78145       0.204308       0.203151      0.0345995        1.09373        1.52717        1.88464        119.256       -1.71935        2.55328         -2.412          10000           9578
        4.52931      0.0349607      0.0611728      0.0650528        0.21836        98.7208        80.4551        99.3522        4.79039       0.204333        0.20313      0.0345843        1.09325        1.58451        1.80249        119.283       -1.82836        2.56481       -2.41824          10000           9574
        4.54515      0.0349605      0.0623268      0.0635606       0.218383        98.7318        81.7079        100.652        4.80305       0.204358         0.2031      0.0346084          1.094        1.64466        1.72102        119.227       -1.91015        2.53524       -2.42408          10000           9572
          4.561      0.0349601      0.0634847      0.0620662       0.218407         98.743        81.8808        100.725        4.81488       0.204362       0.203109      0.0346212         1.0944        1.70631        1.64098         119.21       -1.96044         2.4682       -2.43034          10000           9570
         4.5768      0.0349598      0.0646363      0.0606101       0.218407        98.7437         80.927        99.6579        4.82654       0.204322       0.203134      0.0346401          1.095        1.76914        1.56471        119.146       -1.97645        2.37047       -2.43571          10000           9567
        4.59261      0.0349594      0.0657511       0.059191       0.218408        98.7445        78.8157        97.4997        4.83747       0.204336       0.203122      0.0346482        1.09524        1.83059        1.49239         119.12       -1.95322        2.24569       -2.44151          10000           9564
        4.60841       0.034959      0.0668149      0.0578326       0.218409        98.7454        75.5427        94.3763        4.84858       0.204306       0.203148      0.0346611        1.09564        1.89061        1.42452        119.078       -1.88923        2.09857       -2.44703          10000           9561
        4.62422      0.0349586      0.0677963      0.0565541       0.218409        98.7464        71.1803        90.4051        4.85898       0.204312       0.203148      0.0346632        1.09571        1.94651        1.36224        119.073        -1.7823        1.93443       -2.45302          10000           9558
        4.63998      0.0349581      0.0686824      0.0553696       0.218387        98.7369        65.8218        85.7497        4.86822       0.204279       0.203186      0.0346578        1.09553        1.99807        1.30554        119.068       -1.63299        1.75726       -2.45864          10000           9554
        4.65563      0.0349573      0.0694571      0.0542935       0.218293        98.6956         59.649        80.5365        4.87371       0.204266       0.203209      0.0346199        1.09432        2.04355        1.25516        119.097        -1.4422         1.5705       -2.46381          10000           9547
        4.67131      0.0349566      0.0701087      0.0533238       0.218223        98.6649        52.9243        74.9654        4.88133       0.204272       0.203211      0.0346054        1.09385        2.08202        1.21072        119.072       -1.21253        1.37737       -2.46861          10000           9541
        4.68712      0.0349562      0.0706178      0.0524816       0.218224         98.666        46.0734        69.2401        4.89241        0.20427       0.203203      0.0346208        1.09433        2.11242        1.17284        119.021      -0.948402        1.18081       -2.47389          10000           9538
         4.7028      0.0349556      0.0709727       0.051778       0.218155        98.6354         39.772        63.5969        4.89979       0.204263       0.203196      0.0346074        1.09389        2.13379        1.14165        118.992      -0.655594       0.983008       -2.47846          10000           9532
        4.71848      0.0349549      0.0711606      0.0512014       0.218085        98.6047         35.052        58.2836        4.90717       0.204318       0.203151      0.0345955        1.09351        2.14455        1.11663        118.958       -0.34042       0.784631       -2.48289          10000           9526
        4.73433      0.0349545      0.0711673      0.0507663        0.21811        98.6166        33.1818        53.6337        4.91933       0.204326       0.203151      0.0346205        1.09429         2.1449        1.09774        118.901     -0.0109546       0.587369       -2.48831          10000           9524
        4.75021      0.0349543      0.0709925      0.0504728       0.218159        98.6392        34.9609        49.9741        4.93216       0.204319       0.203166       0.034649        1.09519        2.13446        1.08502        118.858       0.323864       0.392576       -2.49415          10000           9523
        4.76602      0.0349538      0.0706482      0.0503143       0.218161        98.6407         39.965         47.598         4.9428       0.204331       0.203165      0.0346611        1.09557        2.11372        1.07823         118.82       0.655531       0.201085       -2.49943          10000           9520
        4.78174      0.0349532      0.0701132       0.050308       0.218115         98.621         47.026        46.6843        4.95129       0.204313       0.203213      0.0346565        1.09541        2.08202        1.07772        118.787       0.974707      0.0133443       -2.50423          10000           9515
        4.79754      0.0349527      0.0694231      0.0504295       0.218117        98.6226        55.0848        47.2312        4.96119       0.204315       0.203217      0.0346557        1.09538        2.04123        1.08292        118.793        1.27407      -0.169362       -2.51015          10000           9512
        4.81343      0.0349525      0.0685729      0.0506811       0.218167        98.6455        63.3896        49.0347        4.97462        0.20433        0.20321        0.03469        1.09646        1.99142         1.0938        118.731         1.5456      -0.346302       -2.51583          10000           9511
        4.82935      0.0349523      0.0675792      0.0510538       0.218241        98.6792        71.4479        51.7664        4.98897       0.204341       0.203208      0.0347284        1.09767        1.93403        1.10996        118.681        1.78353      -0.516376       -2.52201          10000           9511
        4.84523       0.034952      0.0664548      0.0515374       0.218291        98.7023        78.9304         55.047        5.00245       0.204362       0.203204      0.0347609        1.09869        1.87003        1.13112        118.626        1.98324      -0.677959       -2.52786          10000           9510
        4.86104      0.0349516      0.0652211      0.0521296       0.218294        98.7043        85.6069         58.523        5.01429       0.204393       0.203184      0.0347838        1.09941        1.80098        1.15739        118.552        2.14197      -0.829618       -2.53292          10000           9507
        4.87676       0.034951       0.063891      0.0528067        0.21825        98.6851        91.3183        61.8964        5.02296       0.204431       0.203158       0.034772        1.09902        1.72796        1.18781        118.545        2.25824      -0.968712        -2.5384          10000           9502
        4.89252      0.0349505       0.062481      0.0535654        0.21823        98.6766        95.9411        64.9511         5.0339       0.204434       0.203189      0.0347856        1.09945        1.65253        1.22201        118.477        2.33214       -1.09343       -2.54338          10000           9498
        4.90828        0.03495      0.0610298      0.0543917       0.218209         98.668        99.4387         67.468        5.04522       0.204424       0.203197      0.0348016        1.09995        1.57674        1.25995        118.401        2.36644       -1.20105       -2.54836          10000           9494
        4.92417      0.0349497      0.0595388      0.0552616       0.218261        98.6916         101.77        69.3061        5.05846       0.204423       0.203203      0.0348208        1.10055        1.50065        1.30054        118.391        2.36212       -1.28856       -2.55515          10000           9493
        4.94001      0.0349494      0.0580351      0.0561587       0.218288        98.7046        102.953        70.3427        5.07042       0.204443       0.203191      0.0348285        1.10079        1.42567        1.34319        118.395        2.32299         -1.353       -2.56184          10000           9491
        4.95581       0.034949      0.0565301      0.0570653       0.218292         98.707         103.01        70.4929        5.08242        0.20446       0.203193      0.0348456        1.10132        1.35257         1.3869        118.342        2.25269       -1.39111       -2.56744          10000           9488
        4.97161      0.0349485      0.0550553       0.057971       0.218296        98.7095        102.018        69.7192        5.09367        0.20445       0.203214      0.0348528        1.10154        1.28298        1.43113        118.322        2.15684       -1.40084       -2.57343          10000           9485
        4.98729      0.0349479      0.0536291       0.058829       0.218229        98.6801        100.087        67.9852        5.10339       0.204507       0.203183        0.03486        1.10176        1.21703        1.47402        118.225        2.03933       -1.37903       -2.57755          10000           9479
        5.00289      0.0349471      0.0522523      0.0596474       0.218114        98.6292        97.2966        65.3334        5.10819       0.204504       0.203195      0.0348393        1.10109        1.15536        1.51523         118.17         1.9048       -1.32458       -2.58053          10000           9471
        5.01849      0.0349462      0.0509599      0.0604255       0.217999        98.5782        93.7476        61.8441        5.11103       0.204493       0.203214      0.0347921        1.09959        1.09897        1.55487        118.205        1.75707       -1.23793       -2.58462          10000           9463
        5.03421      0.0349456      0.0497476      0.0611121       0.217955        98.5594        89.6041        57.6188        5.11635       0.204485       0.203222      0.0347717        1.09893        1.04733        1.59033        118.226        1.59957       -1.11726       -2.58885          10000           9458
        5.04989      0.0349449      0.0486419      0.0616929       0.217888        98.5298        85.0025        52.8783        5.12039       0.204503       0.203208       0.034752         1.0983         1.0012         1.6208        118.219        1.43567      -0.964336       -2.59194          10000           9452
        5.06565      0.0349443      0.0476359      0.0621668       0.217868        98.5216        80.1137        47.9651        5.12546       0.204501       0.203224       0.034741        1.09794        0.96022        1.64566        118.234        1.26802      -0.782417       -2.59554          10000           9448
        5.08145      0.0349438      0.0467408      0.0625111       0.217872        98.5242        75.1161        43.3351        5.12905       0.204482        0.20326      0.0347328        1.09768       0.924548        1.66363        118.265        1.09894      -0.574525       -2.59835          10000           9445
        5.09709       0.034943       0.045973      0.0627178        0.21778        98.4838        70.1889        39.6394        5.12698       0.204429       0.203339      0.0346858        1.09618       0.894647        1.67397        118.324       0.930415      -0.345485        -2.5999          10000           9438
        5.11273      0.0349421      0.0453355      0.0627901       0.217688        98.4433        65.5509         37.615        5.12406       0.204412       0.203358      0.0346406        1.09473       0.870072        1.67767        118.377       0.763327       -0.10035        -2.6008          10000           9431
        5.12849      0.0349415      0.0448315      0.0626996       0.217668         98.435         61.422        37.9257        5.12152       0.204407       0.203386      0.0346125        1.09384       0.850843        1.67258         118.45       0.599065       0.153476       -2.60143          10000           9427
        5.14429       0.034941       0.044446      0.0624552       0.217672        98.4375        58.0097        40.6847        5.11848       0.204382       0.203451      0.0345904        1.09313       0.836365        1.65903        118.528       0.437712        0.40984       -2.60158          10000           9424
        5.16004      0.0349403      0.0441971      0.0620647       0.217651        98.4292        55.5039        45.4365        5.11349       0.204387       0.203481       0.034551        1.09187       0.826997        1.63808         118.64       0.280387       0.661893       -2.60177          10000           9420
         5.1758      0.0349397      0.0440857       0.061515       0.217631        98.4209        54.0169        51.5045        5.10671         0.2044       0.203494      0.0345034        1.09036        0.82277        1.60908         118.78        0.12766       0.902785       -2.60161          10000           9416
        5.19156      0.0349391      0.0440997      0.0608236        0.21761        98.4124         53.573        58.2406        5.09967       0.204388       0.203538      0.0344577        1.08891       0.823337        1.57275        118.914     -0.0200943        1.12602       -2.60112          10000           9412
        5.20728      0.0349384       0.044232      0.0599957       0.217565        98.3931         54.102        65.1624        5.09227       0.204392       0.203533      0.0344136         1.0875       0.828258        1.53024        119.016      -0.162245        1.32753       -2.59997          10000           9407
        5.22304      0.0349377      0.0444787      0.0590517       0.217544        98.3845        55.4152        71.8842        5.08101       0.204343       0.203617      0.0343398        1.08516       0.837713        1.48183        119.247      -0.298812        1.50129       -2.59944          10000           9403
        5.23892      0.0349373        0.04483      0.0579868       0.217595        98.4082        57.2916        78.1214        5.07121        0.20432       0.203653      0.0342857        1.08344       0.851083        1.42861         119.49      -0.427794        1.64448       -2.59905          10000           9402
        5.25467      0.0349366      0.0452814      0.0568293       0.217574        98.3994        59.4791        83.7019        5.05861       0.204296        0.20368      0.0342128        1.08113       0.868397        1.37194        119.719      -0.548766        1.75589       -2.59764          10000           9398
        5.27047       0.034936      0.0458186      0.0555943       0.217576        98.4013        61.7391         88.468        5.04439       0.204265       0.203713      0.0341428        1.07891       0.889248        1.31273        119.965      -0.660121        1.83406       -2.59534          10000           9395
        5.28627      0.0349355      0.0464318      0.0542984       0.217578        98.4031        63.8705        92.3291        5.03106       0.204272       0.203705       0.034071        1.07663       0.913165        1.25227        120.219      -0.760172        1.87995       -2.59372          10000           9392
        5.30215      0.0349351      0.0470965      0.0529552       0.217629        98.4264        65.6908        95.2288        5.01874       0.204257       0.203731      0.0340058        1.07457       0.939555        1.19091        120.504      -0.847005         1.8938       -2.59278          10000           9391
        5.31799      0.0349346      0.0478162      0.0515878       0.217655        98.4388        67.0578        97.1438          5.004       0.204287       0.203716      0.0339293        1.07214       0.968336        1.13028        120.803      -0.918786        1.87885       -2.59104          10000           9389
        5.33382      0.0349342      0.0485595      0.0502121        0.21768        98.4511        67.8412        98.0968        4.98991       0.204285       0.203723      0.0338536        1.06974        0.99867        1.07075          121.1      -0.972947        1.83736       -2.58962          10000           9387
         5.3495      0.0349335      0.0493353      0.0488359       0.217609          98.42        67.9783        98.1148        4.97261       0.204314       0.203708      0.0337555        1.06663        1.03068        1.01292        121.371       -1.00839        1.77239       -2.58691          10000           9381
        5.36534       0.034933      0.0501005      0.0474923       0.217634         98.432        67.4126        97.2667        4.95696       0.204342       0.203694      0.0336754        1.06409        1.06274       0.958008        121.687       -1.02216        1.68809       -2.58492          10000           9379
        5.38122      0.0349326      0.0508417      0.0461973       0.217684        98.4547        66.1242        95.6447        4.93689       0.204351       0.203696      0.0335788        1.06103        1.09436       0.906455         122.09       -1.01282        1.58806       -2.58203          10000           9378
        5.39709      0.0349322       0.051545      0.0449629       0.217732        98.4773        64.1301        93.3464        4.91438       0.204336       0.203708      0.0334786        1.05786        1.12491       0.858594        122.508      -0.979167        1.47558       -2.57795          10000           9377
        5.41289      0.0349317      0.0522016      0.0437979       0.217732        98.4781         61.515        90.4769         4.8922       0.204357       0.203698       0.033381        1.05477        1.15361       0.814708        122.865      -0.920897         1.3537       -2.57315          10000           9374
        5.42877      0.0349313      0.0527962      0.0427102        0.21778        98.5004        58.3904        87.1541        4.87006       0.204396       0.203675      0.0332859        1.05176         1.1798       0.774815        123.268      -0.838169        1.22467       -2.56878          10000           9373
        5.44452      0.0349307       0.053303      0.0417199       0.217756          98.49        54.9159         83.545        4.84518       0.204385       0.203693      0.0331849        1.04856         1.2026       0.739226        123.613      -0.731508        1.09148       -2.56224          10000           9369
         5.4602      0.0349299       0.053717      0.0408364       0.217682        98.4577         51.352        79.7731        4.81761       0.204392       0.203694      0.0330701        1.04492        1.22129       0.708235        123.956      -0.602581       0.956106       -2.55457          10000           9363
        5.47579      0.0349291      0.0540429      0.0400598       0.217558        98.4032        48.0509        76.0161        4.78928       0.204472       0.203629        0.03296        1.04143        1.23565       0.681759        124.228      -0.455012       0.820738       -2.54532          10000           9355
        5.49146      0.0349283      0.0542348      0.0394045       0.217483        98.3702        45.3949        72.4239        4.75859       0.204477       0.203648      0.0328393         1.0376        1.24439       0.659561        124.595      -0.291288       0.685234       -2.53615          10000           9349
        5.50722      0.0349277      0.0543154      0.0388621       0.217456        98.3587        43.8127        69.1637        4.73032       0.204487       0.203657      0.0327446         1.0346          1.248        0.64149        124.922      -0.115805       0.550834       -2.52673          10000           9345
        5.52289      0.0349269      0.0542611      0.0384377       0.217379        98.3251        43.6783        66.3711        4.69651       0.204553        0.20362      0.0326266        1.03086        1.24508       0.627655        125.282      0.0670789       0.417836       -2.51525          10000           9339
        5.53864      0.0349263      0.0540725      0.0381468       0.217351        98.3131        45.1049        64.2082        4.66346       0.204561       0.203627      0.0325219        1.02754        1.23636       0.618153         125.65       0.252222       0.287353       -2.50361          10000           9335
        5.55444      0.0349257      0.0537679      0.0379796       0.217346        98.3118          47.96        62.7689        4.62973       0.204582       0.203628      0.0324226         1.0244        1.22232       0.612728        126.026       0.434425       0.159612        -2.4913          10000           9332
        5.57032      0.0349253      0.0533319      0.0379303       0.217389         98.332        51.9273        62.0983        4.59775       0.204612       0.203611      0.0323312        1.02151        1.20237       0.611176         126.43       0.608728      0.0346363       -2.47994          10000           9331
        5.58615      0.0349248      0.0527774      0.0380061       0.217408        98.3411        56.5941        62.1737        4.56283       0.204646       0.203607      0.0322295        1.01828        1.17728       0.613617        126.848       0.770511     -0.0873747       -2.46725          10000           9329
        5.60203      0.0349244      0.0521133      0.0381897        0.21745        98.3609        61.5875        62.9212        4.52498       0.204689       0.203569      0.0321239        1.01494        1.14756       0.619659        127.311       0.916102       -0.20576       -2.45326          10000           9328
        5.61782      0.0349238      0.0513472      0.0384848       0.217443        98.3585        66.5819        64.2077         4.4875       0.204733       0.203536      0.0320119        1.01139         1.1138       0.629361        127.745        1.04207      -0.320218       -2.43932          10000           9325
        5.63362      0.0349233      0.0504879       0.038884       0.217436        98.3558        71.3238        65.8705        4.45238       0.204769       0.203501      0.0319147        1.00832        1.07662       0.642578        128.122        1.14596      -0.430034       -2.42545          10000           9322
        5.64941      0.0349228      0.0495421      0.0393839       0.217428        98.3529        75.6243        67.7539        4.42134       0.204762       0.203504      0.0318223        1.00539        1.03667       0.659186        128.482        1.22643      -0.534803       -2.41369          10000           9319
        5.66524      0.0349223       0.048539      0.0399661       0.217443        98.3606        79.3278        69.6785         4.3903       0.204768       0.203498      0.0317345        1.00261       0.995069       0.678824        128.853        1.28246       -0.63297       -2.40175          10000           9317
        5.68116       0.034922        0.04749      0.0406229       0.217507          98.39        82.3452        71.4859        4.35937       0.204772        0.20349      0.0316496       0.999923       0.952487       0.701329        129.272        1.31441      -0.723293       -2.39016          10000           9317
        5.69704      0.0349216      0.0464114      0.0413362       0.217546        98.4082          84.62        73.0291        4.32693       0.204785       0.203464      0.0315595       0.997072       0.909634       0.726254        129.685        1.32311      -0.803924       -2.37765          10000           9316
        5.71295      0.0349214      0.0453148      0.0421042       0.217609        98.4371        86.1236        74.1973        4.29719        0.20478       0.203459      0.0314821       0.994621       0.867158       0.753495        130.076        1.31003      -0.873575         -2.366          10000           9316
        5.72887      0.0349211      0.0442188      0.0429076       0.217672        98.4657        86.8628        74.8848        4.26827       0.204773       0.203455      0.0314104       0.992352       0.825729       0.782521        130.445        1.27713      -0.930129       -2.35428          10000           9316
        5.74479      0.0349208      0.0431389      0.0437317       0.217734        98.4941        86.8686        75.0142         4.2386       0.204762       0.203452      0.0313403       0.990133       0.785918       0.812863        130.808        1.22663      -0.971671       -2.34186          10000           9316
        5.76062      0.0349204       0.042087      0.0445601       0.217747        98.5005        86.2009        74.5339        4.20988       0.204748       0.203446      0.0312739       0.988031       0.748092       0.843956        131.099        1.16089      -0.996376       -2.32904          10000           9314
        5.77646      0.0349201      0.0410763      0.0453821       0.217759        98.5067        84.9202        73.4206        4.18353       0.204701       0.203474       0.031219        0.98629       0.712739       0.875245        131.342        1.08222       -1.00252        -2.3167          10000           9312
        5.79233      0.0349197      0.0401356      0.0461699       0.217796        98.5236        83.1405        71.6602        4.15835       0.204703       0.203453      0.0311696       0.984725       0.680449       0.905971        131.591       0.993387      -0.988574       -2.30488          10000           9311
        5.80821      0.0349195      0.0392642      0.0469275       0.217832        98.5402        80.9639        69.3063        4.13506       0.204685       0.203459      0.0311339       0.983595       0.651265       0.935903        131.783       0.896359      -0.954213       -2.29305          10000           9310
        5.82412      0.0349192       0.038476      0.0476282       0.217891        98.5677        78.5095        66.4265        4.11051       0.204668       0.203462      0.0311033       0.982624       0.625421        0.96402        131.982       0.792833      -0.898724        -2.2802          10000           9310
        5.84004       0.034919      0.0377809      0.0482607       0.217951        98.5949        75.9209        63.1347        4.09024       0.204651       0.203468      0.0310875       0.982121       0.603065       0.989748        132.119       0.684549      -0.822487       -2.26885          10000           9310
        5.85587      0.0349186      0.0371846      0.0488095       0.217961        98.6002        73.3463        59.5978        4.06799       0.204623       0.203481      0.0310688       0.981525       0.584247         1.0123        132.208       0.572779      -0.726508        -2.2558          10000           9308
        5.87154      0.0349181      0.0367023      0.0492597       0.217874        98.5616        70.9538        56.0142        4.04501       0.204639       0.203448      0.0310425       0.980688       0.569132         1.0312        132.212       0.458885      -0.612367       -2.24168          10000           9302
        5.88725      0.0349176       0.036329      0.0496273       0.217811        98.5336        68.8561        52.6816        4.01943       0.204568        0.20352      0.0310179       0.979904       0.557791        1.04626        132.236       0.343063      -0.483255       -2.22595          10000           9297
          5.903      0.0349172      0.0360748      0.0498833       0.217771        98.5163        67.2313        49.8829        3.99318       0.204524       0.203557      0.0309941       0.979146       0.550115        1.05686        132.286       0.226045      -0.341944       -2.20995          10000           9293
        5.91875      0.0349167      0.0359519      0.0500084       0.217731        98.4988        66.1923        47.9321        3.96545       0.204537       0.203523      0.0309744       0.978518       0.546322        1.06231        132.318        0.10837      -0.191674       -2.19257          10000           9289
        5.93459      0.0349164      0.0359464      0.0500317        0.21774         98.503        65.8165        47.0897        3.93974        0.20452       0.203532      0.0309632       0.978159       0.546189        1.06322        132.372     -0.0100525     -0.0374973       -2.17636          10000           9287
        5.95042       0.034916      0.0360637      0.0499395       0.217747         98.507        66.1345        47.4725        3.91647       0.204485       0.203561      0.0309567       0.977946       0.549839        1.05913        132.406      -0.129177       0.116895       -2.16137          10000           9285
        5.96629      0.0349157      0.0363071      0.0497292       0.217779        98.5218        67.1309        49.0123        3.89434       0.204487       0.203548      0.0309556       0.977909       0.557267        1.05027        132.446      -0.248328       0.267398       -2.14694          10000           9284
        5.98221      0.0349154      0.0366703      0.0494128       0.217835        98.5474        68.7229        51.4966        3.87062       0.204478        0.20355      0.0309517        0.97778       0.568486        1.03692        132.528      -0.367484       0.409627       -2.13195          10000           9284
        5.99808      0.0349151      0.0371503      0.0489944       0.217866        98.5619        70.7961        54.6236        3.84714       0.204469       0.203556      0.0309456       0.977584       0.583477        1.01937        132.588      -0.486156       0.540019       -2.11698          10000           9283
        6.01396      0.0349148      0.0377357      0.0484827       0.217896        98.5761        73.2114        58.0839        3.82508       0.204444       0.203572      0.0309407       0.977425       0.602072       0.998099        132.644      -0.603675       0.655615       -2.10284          10000           9282
        6.02979      0.0349144      0.0384325      0.0478773       0.217902        98.5793        75.8291        61.5774        3.80274       0.204469       0.203541        0.03093       0.977081       0.624421       0.973457        132.694      -0.719619       0.753347       -2.08868          10000           9280
        6.04566      0.0349141      0.0392181      0.0472084       0.217932        98.5932        78.4833        64.8978        3.78167       0.204466       0.203534      0.0309178       0.976692       0.650211       0.946458         132.78      -0.832543       0.832392       -2.07576          10000           9279
        6.06154      0.0349138      0.0400933      0.0464839       0.217961        98.6069        81.0248        67.8466        3.75861       0.204476       0.203528      0.0309074        0.97636       0.679509       0.917647        132.859      -0.941139       0.891018        -2.0613          10000           9278
        6.07737      0.0349135      0.0410431      0.0457034       0.217966        98.6095        83.3176        70.3089        3.73631       0.204508       0.203482      0.0308934       0.975914       0.711963       0.887276        132.923       -1.04348       0.929042       -2.04735          10000           9276
        6.09316      0.0349132      0.0420558      0.0449064       0.217946        98.6009        85.2335        72.1861        3.71455       0.204542       0.203456      0.0308737       0.975287       0.747396       0.856696        132.981       -1.13772       0.946817       -2.03392          10000           9273
        6.10895      0.0349129      0.0431084      0.0440945       0.217925        98.5921        86.6259        73.4507        3.69568       0.204515       0.203479      0.0308589       0.974813       0.785371       0.825899        133.019       -1.22094       0.944814       -2.02203          10000           9270
        6.12474      0.0349125      0.0441989       0.043284       0.217905        98.5831        87.4553        74.0592        3.67692        0.20453       0.203461      0.0308473       0.974442       0.825543       0.795878        133.042       -1.29161        0.92432       -2.00993          10000           9267
        6.14058      0.0349123       0.045311      0.0424906       0.217908        98.5849        87.6074        74.0669        3.65972       0.204535       0.203457      0.0308463       0.974406       0.867584       0.766978         133.05       -1.34678       0.887374       -1.99829          10000           9265
        6.15645       0.034912       0.046424      0.0417324       0.217935        98.5976        87.0282        73.5053        3.64191       0.204521       0.203468      0.0308499       0.974518       0.910783       0.739807        133.067        -1.3839        0.83544       -1.98614          10000           9264
        6.17236      0.0349119      0.0475274      0.0410186       0.217987        98.6211        85.6757        72.4444        3.62678       0.204527       0.203464      0.0308635       0.974945       0.954563       0.714728         133.07       -1.40035       0.770336       -1.97527          10000           9264
        6.18828      0.0349117       0.048602      0.0403639       0.218038        98.6446         83.542         70.982        3.61367       0.204532        0.20346      0.0308845       0.975605       0.998186       0.692106        133.042       -1.39424       0.693788       -1.96519          10000           9264
        6.20419      0.0349115      0.0496316      0.0397807       0.218089        98.6679        80.6444        69.2367        3.60192       0.204538       0.203458      0.0309125       0.976488         1.0409       0.672257        132.983       -1.36401        0.60744       -1.95547          10000           9264
        6.22007      0.0349113      0.0505939      0.0392808       0.218115        98.6801        77.0336         67.351        3.59169       0.204518        0.20347      0.0309419       0.977414        1.08175       0.655425        132.889       -1.30875       0.512753       -1.94642          10000           9263
        6.23598      0.0349111      0.0514874      0.0388727       0.218166        98.7032         72.797        65.4757         3.5805       0.204522       0.203469      0.0309791       0.978587        1.12028        0.64188        132.791       -1.22835       0.410978       -1.93637          10000           9263
        6.25189       0.034911      0.0522919      0.0385659       0.218216        98.7262        68.0654        63.7852        3.56751       0.204524       0.203468      0.0310183       0.979823        1.15554       0.631789        132.683       -1.12353       0.303126       -1.92492          10000           9263
        6.26777      0.0349108      0.0529938      0.0383665       0.218242        98.7382        63.0235        62.4551        3.55191        0.20452       0.203464      0.0310575       0.981057        1.18679       0.625279        132.546      -0.996017       0.189863       -1.91142          10000           9262
        6.28364      0.0349105      0.0535787      0.0382833       0.218267          98.75        57.9013        61.6544         3.5361       0.204503       0.203473      0.0310943       0.982218        1.21322        0.62254        132.419      -0.847926      0.0719714       -1.89797          10000           9261
