partic index  transLoss     longiLoss     x  (cm)       px (mrad)     y  (cm)       py (mrad)     z (cm)        pz (mrad)     SCEx (V/m)    SCEy (V/m)    SCEz (V/m)    ExtEx (V/m)   ExtEy (V/m)   ExtEz (V/m)   ExtBx (V/m)   ExtBy (V/m)   ExtBz (V/m)   
       0       0       0              0              0              0              0              0     0.00406696              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.1     0.00466499              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.2      0.0049011              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.3     0.00516018              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.4     0.00544837              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.5     0.00577464              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.6     0.00615081              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.7     0.00659154              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.8     0.00711434              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            0.9     0.00773955              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0              1     0.00849035              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.1     0.00939277              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.2      0.0104757              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.3      0.0117708              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.4      0.0133127              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.5      0.0151387              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.6      0.0172891              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.7       0.019807              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.8      0.0227384              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            1.9      0.0261319              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0              2      0.0300393              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.1       0.034515              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.2      0.0396164              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.3      0.0454037              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.4      0.0519398              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.5      0.0592907              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.6      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.7      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.8      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            2.9      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0              3      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.1      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.2      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.3      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.4      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.5      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.6      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.7      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.8      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            3.9      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0              4      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.1      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.2      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.3      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.4      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.5      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.6      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.7      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.8      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            4.9      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0              5      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.1      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.2      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.3      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.4      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.5      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.6      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.7      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.8      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0            5.9      0.0862178              0              0              0              0              0              0              0              0              0
       0       0       0              0              0              0              0              6      0.0862178              0              0              0              0              0              0              0              0              0
