  position(cm)    EK(MeV)  xrms size(cm)   yrms size(cm)   zrms size(cm)   zrms size(deg)   pxrms(mrad)   pyrms(mrad)   pzrms(mrad)   Nemitx(cm*mrad)  Nemity(cm*mrad)  Nemitz(cm*rad)  Nemitz(KeV*ns)    betax(cm/rad)  betay(cm*rad)  betaz(cm*rad)  alphax         alphay         alphaz         transm         MBtransm     
        12.5873        0.14738        1.50012        1.17079      0.0288388        1.04738         202.27        20.7402        16.8091        2.20667        2.07513      0.0150081       0.160652         182.36        118.121        9.90929       -24.5683       -1.83807       -5.68854           1000           1000
        12.6864        0.14738        1.51984        1.17262      0.0304618        1.10633         202.27        20.7402        16.8091        2.21164        2.07515       0.015034        0.16093        186.764        118.489         11.037       -24.8356       -1.84175       -6.00764           1000           1000
        12.7855        0.14738        1.53955        1.17444      0.0320871        1.16536         202.27        20.7402        16.8091        2.21667        2.07517       0.015061       0.161219        191.206        118.857        12.2242       -25.1011       -1.84544       -6.32519           1000           1000
        12.8846        0.14738        1.55927        1.17627      0.0337144        1.22446         202.27        20.7402        16.8091        2.22175        2.07519       0.015089       0.161519        195.686        119.225        13.4705       -25.3649       -1.84913       -6.64116           1000           1000
        12.9837        0.14738        1.57899         1.1781      0.0353435        1.28362         202.27        20.7402        16.8091        2.22688        2.07522      0.0151181        0.16183        200.205        119.595        14.7753       -25.6269       -1.85281       -6.95549           1000           1000
        13.0829        0.14738        1.59871        1.17993      0.0369739        1.34284         202.27        20.7402        16.8091        2.23206        2.07524      0.0151481       0.162152         204.76        119.965        16.1379       -25.8871        -1.8565       -7.26812           1000           1000
         13.182        0.14738        1.61842        1.18176      0.0386057         1.4021         202.27        20.7402        16.8091        2.23728        2.07526      0.0151792       0.162484        209.352        120.336        17.5577       -26.1456       -1.86019       -7.57902           1000           1000
        13.2811        0.14738        1.63814        1.18359      0.0402386        1.46141         202.27        20.7402        16.8091        2.24256        2.07529      0.0152113       0.162827         213.98        120.708        19.0342       -26.4023       -1.86387       -7.88811           1000           1000
        13.3802        0.14738        1.65786        1.18542      0.0418725        1.52075         202.27        20.7402        16.8091        2.24788        2.07531      0.0152443       0.163181        218.643         121.08        20.5666       -26.6572       -1.86756       -8.19538           1000           1000
        13.4794        0.14738        1.67758        1.18725      0.0435073        1.58012         202.27        20.7402        16.8091        2.25325        2.07533      0.0152784       0.163546        223.342        121.453        22.1544       -26.9103       -1.87124       -8.50075           1000           1000
        13.5785        0.14738         1.6973        1.18908      0.0451429        1.63952         202.27        20.7402        16.8091        2.25867        2.07535      0.0153135       0.163921        228.075        121.827        23.7968       -27.1617       -1.87493       -8.80421           1000           1000
        13.6776        0.14738        1.71702        1.19091      0.0467792        1.69895         202.27        20.7402        16.8091        2.26413        2.07538      0.0153495       0.164307        232.842        122.202        25.4932       -27.4113       -1.87861       -9.10569           1000           1000
        13.7767        0.14738        1.73674        1.19275      0.0484161         1.7584         202.27        20.7402        16.8091        2.26964         2.0754      0.0153865       0.164703        237.642        122.577        27.2429       -27.6591        -1.8823       -9.40517           1000           1000
        13.8758        0.14738        1.75646        1.19458      0.0500536        1.81787         202.27        20.7402        16.8091         2.2752        2.07542      0.0154245        0.16511        242.476        122.953        29.0452       -27.9052       -1.88599       -9.70261           1000           1000
         13.975        0.14738        1.77618        1.19642      0.0516916        1.87736         202.27        20.7402        16.8091         2.2808        2.07545      0.0154634       0.165526        247.342         123.33        30.8994       -28.1494       -1.88967       -9.99796           1000           1000
        14.0741        0.14738         1.7959        1.19825      0.0533301        1.93687         202.27        20.7402        16.8091        2.28645        2.07547      0.0155033       0.165953         252.24        123.707        32.8047        -28.392       -1.89336       -10.2912           1000           1000
        14.1732        0.14738        1.81562        1.20009       0.054969        1.99639         202.27        20.7402        16.8091        2.29214        2.07549      0.0155441        0.16639         257.17        124.086        34.7604       -28.6327       -1.89704       -10.5823           1000           1000
        14.2723        0.14738        1.83534        1.20193      0.0566084        2.05593         202.27        20.7402        16.8091        2.29788        2.07551      0.0155858       0.166837         262.13        124.465        36.7658       -28.8717       -1.90073       -10.8712           1000           1000
        14.3715        0.14738        1.85506        1.20377       0.058248        2.11548         202.27        20.7402        16.8091        2.30366        2.07554      0.0156285       0.167294        267.122        124.844        38.8202        -29.109       -1.90441       -11.1579           1000           1000
        14.4706        0.14738        1.87478        1.20561       0.059888        2.17504         202.27        20.7402        16.8091        2.30949        2.07556      0.0156721       0.167761        272.143        125.225        40.9228       -29.3445        -1.9081       -11.4424           1000           1000
        14.5697        0.14738         1.8945        1.20745      0.0615283        2.23462         202.27        20.7402        16.8091        2.31536        2.07558      0.0157167       0.168237        277.194        125.606        43.0729       -29.5783       -1.91178       -11.7246           1000           1000
        14.6688        0.14738        1.91422        1.20929      0.0631689         2.2942         202.27        20.7402        16.8091        2.32127        2.07561      0.0157621       0.168724        282.274        125.988        45.2696       -29.8103       -1.91547       -12.0045           1000           1000
         14.768        0.14738        1.93394        1.21113      0.0648097        2.35379         202.27        20.7402        16.8091        2.32723        2.07563      0.0158084        0.16922        287.383        126.371        47.5123       -30.0406       -1.91915       -12.2822           1000           1000
        14.8671        0.14738        1.95366        1.21297      0.0664508        2.41339         202.27        20.7402        16.8091        2.33323        2.07565      0.0158556       0.169725        292.519        126.754        49.8002       -30.2691       -1.92284       -12.5575           1000           1000
        14.9662        0.14738        1.97338        1.21482      0.0680921          2.473         202.27        20.7402        16.8091        2.33927        2.07568      0.0159037        0.17024        297.684        127.138        52.1325       -30.4959       -1.92652       -12.8304           1000           1000
        15.0653        0.14738        1.99311        1.21666      0.0697336        2.53262         202.27        20.7402        16.8091        2.34536         2.0757      0.0159527       0.170764        302.876        127.523        54.5085        -30.721        -1.9302        -13.101           1000           1000
        15.1644        0.14738        2.01283        1.21851      0.0713753        2.59224         202.27        20.7402        16.8091        2.35149        2.07572      0.0160025       0.171297        308.095        127.909        56.9274       -30.9444       -1.93389       -13.3692           1000           1000
        15.2636        0.14738        2.03255        1.22035      0.0730172        2.65187         202.27        20.7402        16.8091        2.35766        2.07574      0.0160532        0.17184         313.34        128.295        59.3885       -31.1661       -1.93757        -13.635           1000           1000
        15.3627        0.14738        2.05227         1.2222      0.0746592        2.71151         202.27        20.7402        16.8091        2.36387        2.07577      0.0161048       0.172392        318.611        128.682        61.8909       -31.3861       -1.94126       -13.8984           1000           1000
        15.4618        0.14738        2.07199        1.22404      0.0763014        2.77115         202.27        20.7402        16.8091        2.37012        2.07579      0.0161571       0.172953        323.908         129.07        64.4339       -31.6043       -1.94494       -14.1594           1000           1000
        15.5609        0.14738        2.09172        1.22589      0.0779438         2.8308         202.27        20.7402        16.8091        2.37641        2.07581      0.0162104       0.173522        329.229        129.458        67.0169       -31.8209       -1.94862        -14.418           1000           1000
        15.6601        0.14738        2.11144        1.22774      0.0795863        2.89045         202.27        20.7402        16.8091        2.38274        2.07584      0.0162644       0.174101        334.576        129.848        69.6389       -32.0358       -1.95231       -14.6741           1000           1000
        15.7592        0.14738        2.13116        1.22959      0.0812289        2.95011         202.27        20.7402        16.8091        2.38911        2.07586      0.0163193       0.174688        339.946        130.238        72.2993        -32.249       -1.95599       -14.9278           1000           1000
        15.8583        0.14738        2.15089        1.23144      0.0828716        3.00977         202.27        20.7402        16.8091        2.39552        2.07588      0.0163749       0.175284        345.341        130.628        74.9973       -32.4606       -1.95968        -15.179           1000           1000
        15.9574        0.14738        2.17061        1.23329      0.0845145        3.06944         202.27        20.7402        16.8091        2.40197        2.07591      0.0164314       0.175888        350.759         131.02        77.7322       -32.6704       -1.96336       -15.4278           1000           1000
        16.0565        0.14738        2.19033        1.23514      0.0861574        3.12911         202.27        20.7402        16.8091        2.40846        2.07593      0.0164887       0.176501          356.2        131.412        80.5033       -32.8787       -1.96704       -15.6741           1000           1000
        16.1557        0.14738        2.21006        1.23699      0.0878005        3.18878         202.27        20.7402        16.8091        2.41499        2.07595      0.0165467       0.177123        361.663        131.805        83.3097       -33.0852       -1.97073        -15.918           1000           1000
        16.2548        0.14738        2.22978        1.23885      0.0894436        3.24846         202.27        20.7402        16.8091        2.42156        2.07597      0.0166055       0.177752        367.149        132.198        86.1509       -33.2902       -1.97441       -16.1594           1000           1000
        16.3539        0.14738         2.2495         1.2407      0.0910869        3.30814         202.27        20.7402        16.8091        2.42816          2.076      0.0166651        0.17839        372.656        132.593        89.0259       -33.4935       -1.97809       -16.3983           1000           1000
         16.453        0.14738        2.26923        1.24255      0.0927302        3.36782         202.27        20.7402        16.8091        2.43481        2.07602      0.0167255       0.179036        378.185        132.988        91.9343       -33.6951       -1.98178       -16.6348           1000           1000
        16.5522        0.14738        2.28895        1.24441      0.0943736        3.42751         202.27        20.7402        16.8091        2.44149        2.07604      0.0167866        0.17969        383.735        133.384        94.8752       -33.8952       -1.98546       -16.8688           1000           1000
        16.6513        0.14738        2.30867        1.24626      0.0960171         3.4872         202.27        20.7402        16.8091         2.4482        2.07607      0.0168484       0.180352        389.306         133.78        97.8479       -34.0936       -1.98914       -17.1004           1000           1000
        16.7504        0.14738         2.3284        1.24812      0.0976607        3.54689         202.27        20.7402        16.8091        2.45496        2.07609       0.016911       0.181022        394.897        134.178        100.852       -34.2905       -1.99283       -17.3295           1000           1000
        16.8495        0.14738        2.34812        1.24998      0.0993043        3.60658         202.27        20.7402        16.8091        2.46175        2.07611      0.0169743         0.1817        400.508        134.576        103.886       -34.4857       -1.99651       -17.5562           1000           1000
        16.9486        0.14738        2.36784        1.25183       0.100948        3.66628         202.27        20.7402        16.8091        2.46857        2.07614      0.0170383       0.182385        406.138        134.974         106.95       -34.6794       -2.00019       -17.7804           1000           1000
        17.0478        0.14738        2.38757        1.25369       0.102592        3.72598         202.27        20.7402        16.8091        2.47544        2.07616      0.0171031       0.183078        411.788        135.374        110.043       -34.8715       -2.00387       -18.0022           1000           1000
        17.1469        0.14738        2.40729        1.25555       0.104236        3.78568         202.27        20.7402        16.8091        2.48233        2.07618      0.0171685       0.183779        417.457        135.774        113.165        -35.062       -2.00756       -18.2216           1000           1000
         17.246        0.14738        2.42702        1.25741       0.105879        3.84538         202.27        20.7402        16.8091        2.48927         2.0762      0.0172347       0.184487        423.144        136.175        116.315        -35.251       -2.01124       -18.4386           1000           1000
        17.3451        0.14738        2.44674        1.25927       0.107523        3.90509         202.27        20.7402        16.8091        2.49624        2.07623      0.0173015       0.185202        428.849        136.577        119.491       -35.4384       -2.01492       -18.6532           1000           1000
        17.4443       0.147379        2.46647        1.26116       0.109167        3.96479        202.259        21.0186        16.8036        2.51665         2.0879      0.0174644       0.186946        432.255        136.222        122.023       -35.4323       -2.03818       -18.7558           1000           1000
        17.5434       0.147388        2.48616         1.2632       0.110812        4.02441        201.962        22.4018        16.8199        2.75543        2.12312       0.017775       0.190276        401.126        134.395        123.531         -32.57       -2.16345       -18.7238           1000           1000
        17.6425       0.147457        2.50571        1.26544       0.112458        4.08323        200.533        24.2457        16.8411        3.37806        2.14221      0.0201623       0.215882        332.358        133.669        112.164       -26.5799        -2.3578       -16.7673           1000           1000
        17.7417       0.147601        2.52498        1.26789       0.114083        4.14022        197.684        26.2697         16.646        4.04072        2.14779      0.0256119       0.274365        282.145         133.84        90.8683       -22.0668       -2.58648        -13.221           1000           1000
         17.841       0.147803        2.54388        1.27058       0.115652        4.19429        193.595        28.3763        16.0874        4.39828        2.14906      0.0303333       0.325165        263.102        134.328        78.8495       -19.9977       -2.82843       -10.9224           1000           1000
        17.9403       0.148037        2.56233        1.27349       0.117135        4.24471        188.714         30.516        15.1798        4.32948         2.1488       0.028907       0.310122        271.174        134.961        84.8754       -19.9467       -3.07552       -10.9537           1000           1000
        18.0398       0.148266        2.58033        1.27663       0.118533        4.29206        183.815        32.6773         14.289        4.26275        2.14865       0.028269       0.303511        279.303        135.637        88.8752       -19.8716       -3.32471        -10.667           1000           1000
        18.1392       0.148488        2.59788           1.28       0.119847        4.33639          178.9        34.8575        13.4155        4.19816        2.14861      0.0284007       0.305154        287.471        136.357        90.4355       -19.7711       -3.57615       -10.0737           1000           1000
        18.2388       0.148705        2.61498         1.2836       0.121078        4.37775        173.969        37.0549          12.56        4.13579        2.14868       0.029218       0.314164        295.659        137.121        89.7213       -19.6441       -3.82999       -9.25331           1000           1000
        18.3385       0.148915        2.63161        1.28744       0.122228        4.41619        169.022         39.268        11.7231        4.07569        2.14886      0.0305922       0.329173        303.847         137.93        87.3257       -19.4898        -4.0864        -8.3157           1000           1000
        18.4382       0.149119        2.64778         1.2915       0.123297        4.45177        164.061        41.4959        10.9057        4.01792        2.14915      0.0323804       0.348652        312.015        138.783        83.9524       -19.3071       -4.34552       -7.35801           1000           1000
        18.5379       0.149316        2.66348         1.2958       0.124286        4.48453        159.086        43.7381        10.1084        3.96251        2.14956      0.0344484       0.371164        320.142        139.682        80.1842       -19.0954       -4.60751       -6.44436           1000           1000
        18.6378       0.149506        2.67871        1.30033       0.125197        4.51454        154.097         45.994        9.33207        3.90949        2.15008      0.0366824       0.395485        328.206        140.626        76.4093        -18.854       -4.87253       -5.60699           1000           1000
        18.7377       0.149689        2.69347        1.30509       0.126032        4.54186        149.095        48.2634        8.57784        3.85888        2.15072      0.0389906       0.420628        336.184        141.616        72.8475       -18.5823       -5.14073       -4.85617           1000           1000
        18.8376       0.149864        2.70775        1.31009       0.126791        4.56655        144.081        50.5463        7.84687        3.81069        2.15147       0.041301       0.445813        344.055        142.653        69.6034         -18.28       -5.41228       -4.18995           1000           1000
        18.9376       0.150032        2.72155        1.31533       0.127476        4.58865        139.055        52.8426        7.14064        3.76492        2.15234      0.0435573       0.470431        351.796        143.738        66.7133       -17.9469       -5.68735       -3.60069           1000           1000
        19.0377       0.150193        2.73487         1.3208       0.128089        4.60825        134.018        55.1525        6.46099        3.72156        2.15333      0.0457151          0.494        359.385         144.87        64.1769       -17.5828       -5.96608       -3.07884           1000           1000
        19.1378       0.150345         2.7477        1.32651       0.128631         4.6254        128.971        57.4761        5.81036         3.6806        2.15444      0.0477393       0.516136        366.802         146.05        61.9768       -17.1878       -6.24866       -2.61485           1000           1000
         19.238       0.150489        2.76004        1.33246       0.129103        4.64016        123.913        59.8137          5.192        3.64202        2.15567      0.0496013       0.536524        374.025        147.279        60.0892       -16.7623       -6.53524       -2.19992           1000           1000
        19.3382       0.150625        2.77188        1.33865       0.129508        4.65261        118.847        62.1656        4.61036        3.60578        2.15702      0.0512777       0.554908        381.035        148.558        58.4897       -16.3065         -6.826       -1.82632           1000           1000
        19.4384       0.150753        2.78324        1.34508       0.129847        4.66279        113.771        64.5321        4.07168        3.57185        2.15849      0.0527488       0.571069        387.811        149.886         57.156       -15.8211       -7.12112       -1.48736           1000           1000
        19.5387       0.150872        2.79409        1.35176        0.13012        4.67079        108.687        66.9136        3.58471        3.54019        2.16008       0.053998       0.584824        394.338        151.266        56.0696       -15.3066       -7.42076       -1.17729           1000           1000
         19.639       0.150982        2.80445        1.35867       0.130332        4.67666        103.595        69.3105        3.16161        3.51075         2.1618      0.0550108        0.59601        400.597        152.696         55.216       -14.7641        -7.7251      -0.891127           1000           1000
        19.7394       0.151083         2.8143        1.36584       0.130482        4.68047         98.496        71.7233        2.81833        3.48348        2.16364      0.0557747        0.60449        406.575        154.179        54.5851       -14.1943       -8.03432      -0.624552           1000           1000
        19.8398       0.151175        2.82365        1.37324       0.130572        4.68229        93.3904        74.1524        2.57318        3.45833        2.16561      0.0562789       0.610139        412.257        155.715        54.1713       -13.5984        -8.3486      -0.373724           1000           1000
        19.9402       0.151272         2.8325        1.38083       0.130612        4.68223        88.3209        75.9077        2.51178        3.38988        2.13162      0.0579179        0.62811        423.222        159.951        52.6708       -13.1587       -8.73583      -0.161143           1000           1000
        20.0407       0.151377        2.84087         1.3885       0.130609        4.68051        83.5554        76.6765        2.55531        3.11753        2.08843      0.0596758       0.647398        462.921        165.078        51.1167       -13.5786       -9.06097      0.0122303           1000           1000
