0.01  -0.004  0  -184.49 	74.171 	178.433 	-1.20731e-08 	-3.00115e-08 	-1.38415e-11 	
0.012  -0.004  0  -195.254 	65.4562 	123.538 	-1.06545e-08 	-3.17623e-08 	-1.50011e-11 	
0.014  -0.004  0  -195.415 	56.0902 	67.2062 	-9.12789e-09 	-3.17888e-08 	-1.53872e-11 	
0.016  -0.004  0  -187.429 	21.9882 	21.033 	-3.99524e-09 	-2.80825e-08 	-1.52566e-11 	
0.018  -0.004  0  -187.429 	0 	0 	0 	0 	0 	
-0.018  -0.002  0  194.37 	0 	0 	0 	0 	0 	
-0.016  -0.002  0  194.37 	11.4099 	26.0325 	-1.39055e-09 	2.91202e-08 	1.72001e-11 	
-0.014  -0.002  0  202.655 	29.0561 	79.9455 	-4.73052e-09 	3.29637e-08 	1.82365e-11 	
-0.012  -0.002  0  202.325 	33.7468 	138.358 	-5.49615e-09 	3.2909e-08 	1.67844e-11 	
-0.01  -0.002  0  190.953 	38.1531 	195.204 	-6.21623e-09 	3.10577e-08 	1.43448e-11 	
-0.008  -0.002  0  168.948 	42.0025 	246.461 	-6.84456e-09 	2.74778e-08 	1.15868e-11 	
-0.006  -0.002  0  137.161 	45.1823 	289.804 	-7.36392e-09 	2.23092e-08 	9.68138e-12 	
-0.004  -0.002  0  95.7698 	47.5819 	323.135 	-7.75513e-09 	1.55758e-08 	6.85505e-12 	
-0.002  -0.002  0  49.125 	49.1155 	344.751 	-8.004e-09 	7.98912e-09 	3.79236e-12 	
3.46945e-18  -0.002  0  3.35484e-05 	49.7226 	353.39 	-8.10321e-09 	-1.91808e-12 	7.50431e-13 	
0.002  -0.002  0  -49.1249 	49.1155 	344.751 	-8.00426e-09 	-7.99306e-09 	-2.42921e-12 	
0.004  -0.002  0  -95.7698 	47.5819 	323.135 	-7.75518e-09 	-1.55795e-08 	-5.73177e-12 	
0.006  -0.002  0  -137.161 	45.1823 	289.804 	-7.3635e-09 	-2.23102e-08 	-8.28884e-12 	
0.008  -0.002  0  -168.948 	42.0025 	246.461 	-6.84405e-09 	-2.74824e-08 	-1.113e-11 	
0.01  -0.002  0  -190.953 	38.1531 	195.204 	-6.21641e-09 	-3.10608e-08 	-1.33098e-11 	
0.012  -0.002  0  -202.325 	33.7468 	138.358 	-5.49632e-09 	-3.2911e-08 	-1.57722e-11 	
0.014  -0.002  0  -202.655 	29.0561 	79.9455 	-4.73108e-09 	-3.29661e-08 	-1.76034e-11 	
0.016  -0.002  0  -194.37 	11.4099 	26.0325 	-1.39113e-09 	-2.91223e-08 	-1.58616e-11 	
0.018  -0.002  0  -194.37 	0 	0 	0 	0 	0 	
-0.018  3.46945e-18  0  197.117 	0 	0 	0 	0 	0 	
-0.016  3.46945e-18  0  197.117 	-0.0033693 	28.054 	-1.67578e-12 	2.95308e-08 	1.72343e-11 	
-0.014  3.46945e-18  0  205.49 	-0.00871379 	85.0881 	-4.12646e-12 	3.34238e-08 	1.86971e-11 	
-0.012  3.46945e-18  0  205.097 	-0.010448 	144.313 	-6.16999e-12 	3.33598e-08 	1.7003e-11 	
-0.01  3.46945e-18  0  193.498 	-0.0105568 	201.927 	-9.34247e-12 	3.14723e-08 	1.41736e-11 	
-0.008  3.46945e-18  0  171.138 	-0.0105244 	253.855 	-1.10708e-11 	2.78341e-08 	1.13096e-11 	
-0.006  3.46945e-18  0  138.897 	-0.0104552 	297.753 	-1.25599e-11 	2.25913e-08 	9.49169e-12 	
-0.004  3.46945e-18  0  96.9635 	-0.010374 	331.502 	-1.38415e-11 	1.57678e-08 	6.93788e-12 	
-0.002  3.46945e-18  0  49.7321 	-0.0102965 	353.387 	-1.46583e-11 	8.0867e-09 	3.46206e-12 	
3.46945e-18  3.46945e-18  0  3.65714e-05 	-0.0102543 	362.133 	-1.4788e-11 	-2.00867e-12 	1.27642e-13 	
0.002  3.46945e-18  0  -49.732 	-0.0102965 	353.387 	-1.46583e-11 	-8.09067e-09 	-3.04159e-12 	
0.004  3.46945e-18  0  -96.9634 	-0.0103751 	331.502 	-1.38772e-11 	-1.57716e-08 	-6.32644e-12 	
0.006  3.46945e-18  0  -138.897 	-0.010456 	297.753 	-1.20038e-11 	-2.25951e-08 	-9.74495e-12 	
0.008  3.46945e-18  0  -171.137 	-0.0105243 	253.855 	-1.0193e-11 	-2.78384e-08 	-1.13452e-11 	
0.01  3.46945e-18  0  -193.498 	-0.0105569 	201.927 	-9.34241e-12 	-3.1476e-08 	-1.40201e-11 	
0.012  3.46945e-18  0  -205.097 	-0.010449 	144.313 	-6.16999e-12 	-3.33624e-08 	-1.68867e-11 	
0.014  3.46945e-18  0  -205.49 	-0.00871396 	85.0881 	-4.05818e-12 	-3.34261e-08 	-1.87106e-11 	
0.016  3.46945e-18  0  -197.117 	-0.00336926 	28.054 	-1.60292e-12 	-2.95339e-08 	-1.72073e-11 	
0.018  3.46945e-18  0  -197.117 	0 	0 	0 	0 	0 	
-0.018  0.002  0  194.356 	0 	0 	0 	0 	0 	
-0.016  0.002  0  194.356 	-11.4181 	26.0306 	1.3872e-09 	2.91185e-08 	1.69127e-11 	
-0.014  0.002  0  202.648 	-29.0765 	79.9406 	4.72248e-09 	3.29607e-08 	1.78468e-11 	
-0.012  0.002  0  202.323 	-33.7683 	138.353 	5.48359e-09 	3.29065e-08 	1.61551e-11 	
-0.01  0.002  0  190.953 	-38.1737 	195.199 	6.19887e-09 	3.10564e-08 	1.38263e-11 	
-0.008  0.002  0  168.948 	-42.0228 	246.456 	6.82339e-09 	2.74769e-08 	1.1362e-11 	
-0.006  0.002  0  137.161 	-45.2025 	289.798 	7.3398e-09 	2.23077e-08 	8.87021e-12 	
-0.004  0.002  0  95.77 	-47.6018 	323.129 	7.72875e-09 	1.55747e-08 	6.36298e-12 	
-0.002  0.002  0  49.1251 	-49.1352 	344.745 	7.97597e-09 	7.98856e-09 	2.95643e-12 	
3.46945e-18  0.002  0  3.51408e-05 	-49.7423 	353.384 	8.07415e-09 	-2.02273e-12 	-5.404e-13 	
0.002  0.002  0  -49.1251 	-49.1352 	344.745 	7.97602e-09 	-7.99271e-09 	-3.72436e-12 	
0.004  0.002  0  -95.77 	-47.6018 	323.129 	7.72867e-09 	-1.5579e-08 	-6.71173e-12 	
0.006  0.002  0  -137.161 	-45.2025 	289.798 	7.33976e-09 	-2.2311e-08 	-1.05351e-11 	
0.008  0.002  0  -168.948 	-42.0228 	246.456 	6.8234e-09 	-2.74803e-08 	-1.20296e-11 	
0.01  0.002  0  -190.953 	-38.1737 	195.199 	6.19867e-09 	-3.10602e-08 	-1.48313e-11 	
0.012  0.002  0  -202.323 	-33.7682 	138.353 	5.4833e-09 	-3.29098e-08 	-1.70865e-11 	
0.014  0.002  0  -202.648 	-29.0765 	79.9406 	4.723e-09 	-3.29628e-08 	-1.85392e-11 	
0.016  0.002  0  -194.356 	-11.4181 	26.0306 	1.38793e-09 	-2.91197e-08 	-1.83982e-11 	
0.018  0.002  0  -194.356 	0 	0 	0 	0 	0 	
-0.018  0.004  0  187.383 	0 	0 	0 	0 	0 	
-0.016  0.004  0  187.383 	-22.003 	21.0281 	3.99189e-09 	2.80764e-08 	1.83875e-11 	
-0.014  0.004  0  195.401 	-56.123 	67.1944 	9.11974e-09 	3.17814e-08 	1.75908e-11 	
-0.012  0.004  0  195.255 	-65.4783 	123.525 	1.0641e-08 	3.17549e-08 	1.53923e-11 	
-0.01  0.004  0  184.492 	-74.1896 	178.422 	1.20573e-08 	3.00045e-08 	1.35919e-11 	
-0.008  0.004  0  163.402 	-81.7796 	227.978 	1.32886e-08 	2.65749e-08 	1.15166e-11 	
-0.006  0.004  0  132.774 	-88.0418 	269.915 	1.43063e-08 	2.15917e-08 	8.04333e-12 	
-0.004  0.004  0  92.7542 	-92.7634 	302.187 	1.50742e-08 	1.50846e-08 	5.95332e-12 	
-0.002  0.004  0  47.5918 	-95.7792 	323.126 	1.55634e-08 	7.7401e-09 	2.31562e-12 	
3.46945e-18  0.004  0  3.20779e-05 	-96.9726 	331.497 	1.5757e-08 	-1.81698e-12 	-1.25342e-12 	
0.002  0.004  0  -47.5917 	-95.7791 	323.126 	1.55635e-08 	-7.7438e-09 	-4.0861e-12 	
0.004  0.004  0  -92.7542 	-92.7634 	302.187 	1.50739e-08 	-1.50884e-08 	-6.38658e-12 	
0.006  0.004  0  -132.773 	-88.0418 	269.915 	1.43062e-08 	-2.1595e-08 	-9.61026e-12 	
0.008  0.004  0  -163.402 	-81.7796 	227.978 	1.32888e-08 	-2.65774e-08 	-1.25281e-11 	
0.01  0.004  0  -184.492 	-74.1896 	178.422 	1.20569e-08 	-3.00078e-08 	-1.39615e-11 	
0.012  0.004  0  -195.255 	-65.4783 	123.525 	1.06404e-08 	-3.17584e-08 	-1.5574e-11 	
0.014  0.004  0  -195.401 	-56.123 	67.1944 	9.11982e-09 	-3.17837e-08 	-1.80711e-11 	
0.016  0.004  0  -187.383 	-22.003 	21.0281 	3.99219e-09 	-2.80778e-08 	-1.92252e-11 	
